_group_by,model,count,median,mean,std,backbone,features,mse_weight_epochs,excluded_folders
features+mse_weight_epochs,,16,4.853924773749373,5.033980466140147,0.7652952644492348,,image,10.0,
features+mse_weight_epochs,,16,4.999231670026445,4.885457927013428,0.6876770542115431,,image,75.0,
features+mse_weight_epochs,,16,5.074946053822835,5.044320598620511,0.7992119350466889,,image,50.0,
features+mse_weight_epochs,,16,5.210149499104366,5.090272549024954,0.8454318110472586,,image,25.0,
features+excluded_folders,,16,2.700952575149306,2.652884630912758,0.22422194886051808,,image+mean+meta,,pixel+samsung
features+excluded_folders,,16,2.879250953274388,2.931400915788066,0.32539725706032196,,image+meta,,samsung
features+excluded_folders,,16,2.9224436893520584,2.8631868558116707,0.29195650925830047,,image+meta,,pixel+samsung
features+excluded_folders,,16,2.9379681425709876,2.9799499237729656,0.19920249670328483,,image+mean+meta,,samsung
features+excluded_folders,,16,2.966928370126331,3.024063271363728,0.24181175343996042,,image+mean+meta,,pixel
features+excluded_folders,,16,3.077372117806937,3.094517658855624,0.28698851306600426,,image+meta,,pixel
features+excluded_folders,,16,3.2026568271111753,3.225293378683104,0.23634186393850148,,image+mean+meta,,none
features+excluded_folders,,16,3.476881880000018,3.409418653362039,0.3113076785541161,,image+meta,,none
features+excluded_folders,,16,4.478165576256901,4.493318800017776,0.6491485817254948,,image,,pixel+samsung
features+excluded_folders,,16,4.494966541567156,4.862418425179297,0.8284732391608471,,image,,samsung
features+excluded_folders,,16,5.266223658686099,5.473867654886798,0.6003981867335807,,image,,none
features+excluded_folders,,16,5.318443806116818,5.224426660715169,0.6185208999220969,,image,,pixel
mse_weight_epochs+excluded_folders,,12,2.8534853523036086,3.301311921283423,0.9814887231246616,,,75.0,pixel+samsung
mse_weight_epochs+excluded_folders,,12,2.8753801871495073,3.2553397508031394,1.0418739874814285,,,25.0,pixel+samsung
mse_weight_epochs+excluded_folders,,12,2.912699895520364,3.5583875692018903,1.1620208870991555,,,25.0,samsung
mse_weight_epochs+excluded_folders,,12,2.927291622362941,3.3651800687054556,0.9157834557275792,,,50.0,pixel+samsung
mse_weight_epochs+excluded_folders,,12,2.990978016910783,3.424021974864255,0.8979267424480757,,,10.0,pixel+samsung
mse_weight_epochs+excluded_folders,,12,3.0586626529693604,3.6112912079339385,1.130316349251817,,,10.0,samsung
mse_weight_epochs+excluded_folders,,12,3.1871116834742423,3.7884430723032576,1.1993956746064902,,,10.0,pixel
mse_weight_epochs+excluded_folders,,12,3.2330733419374655,3.7881285789358707,1.1472489832198711,,,50.0,pixel
mse_weight_epochs+excluded_folders,,12,3.239196488934178,3.631137475531588,1.1164148978598172,,,50.0,samsung
mse_weight_epochs+excluded_folders,,12,3.2561175067916173,3.8074820765102184,1.1768322051698217,,,25.0,pixel
mse_weight_epochs+excluded_folders,,12,3.2743041183202317,3.7399563934966804,1.0586400992759883,,,75.0,pixel
mse_weight_epochs+excluded_folders,,12,3.274525750067926,3.5642094336530215,0.8850004869823683,,,75.0,samsung
mse_weight_epochs+excluded_folders,,12,3.44840553947117,4.040011704831883,1.2511833488782278,,,25.0,none
mse_weight_epochs+excluded_folders,,12,3.5177565730136373,4.026287319349206,1.0568132856494856,,,75.0,none
mse_weight_epochs+excluded_folders,,12,3.5331836506940313,4.024443221668115,1.0760241020560275,,,10.0,none
mse_weight_epochs+excluded_folders,,12,3.590046129019364,4.054030670060052,1.1804210762221916,,,50.0,none
