run_id,best_metric,best_epoch,ckpt_path,model,backbone,features,excluded_folders,mse_weight_epochs,mse_weight_start,lr,weight_decay,pred_activation,activation_eps,seed
27e33d6dd5ed,5.345778139086737,29,/home/dominik/repo/checkpoints/sweep/xattn/xattn_resnet18_e029_de005.3458.pt,xattn,resnet18,image,none,10,1.0,0.001,0.0001,sigmoid_eps,0.001,100
8f6e407c08a9,3.5252396376236623,30,/home/dominik/repo/checkpoints/sweep/xattn/xattn_resnet18_e030_de003.5252.pt,xattn,resnet18,image+mean+meta,none,10,1.0,0.001,0.0001,sigmoid_eps,0.001,100
8852d4425ebe,3.9646829122520355,30,/home/dominik/repo/checkpoints/sweep/xattn/xattn_resnet18_e030_de003.9647.pt,xattn,resnet18,image,pixel+samsung,75,1.0,0.001,0.0001,sigmoid_eps,0.001,100
8f649c305896,4.345943420164047,30,/home/dominik/repo/checkpoints/sweep/xattn/xattn_resnet18_e030_de004.3459.pt,xattn,resnet18,image,samsung,10,1.0,0.001,0.0001,sigmoid_eps,0.001,100
6af8067b2b0e,4.294204704223141,31,/home/dominik/repo/checkpoints/sweep/xattn/xattn_resnet18_e031_de004.2942.pt,xattn,resnet18,image,samsung,50,1.0,0.001,0.0001,sigmoid_eps,0.001,100
59c168d99f5e,4.70185383949571,37,/home/dominik/repo/checkpoints/sweep/xattn/xattn_resnet18_e037_de004.7019.pt,xattn,resnet18,image,pixel,10,1.0,0.001,0.0001,sigmoid_eps,0.001,100
6db0386f7b16,3.846904404192086,42,/home/dominik/repo/checkpoints/sweep/xattn/xattn_resnet18_e042_de003.8469.pt,xattn,resnet18,image,pixel+samsung,25,1.0,0.001,0.0001,sigmoid_eps,0.001,100
58109082e83e,2.7757567397083145,33,/home/dominik/repo/checkpoints/sweep/xattn/xattn_resnet18_e033_de002.7758.pt,xattn,resnet18,image+meta,pixel+samsung,25,1.0,0.001,0.0001,sigmoid_eps,0.001,100
26a9319d706b,5.016027252915976,33,/home/dominik/repo/checkpoints/sweep/xattn/xattn_resnet18_e033_de005.0160.pt,xattn,resnet18,image,none,50,1.0,0.001,0.0001,sigmoid_eps,0.001,100
d7a06ccb0ef7,3.246571451653051,37,/home/dominik/repo/checkpoints/sweep/xattn/xattn_resnet18_e037_de003.2466.pt,xattn,resnet18,image+meta,pixel,25,1.0,0.001,0.0001,sigmoid_eps,0.001,100
4d9488a004d1,2.6556031387972543,39,/home/dominik/repo/checkpoints/sweep/xattn/xattn_resnet18_e039_de002.6556.pt,xattn,resnet18,image+mean+meta,pixel+samsung,50,1.0,0.001,0.0001,sigmoid_eps,0.001,100
5c1a1071c688,3.0397276405159754,39,/home/dominik/repo/checkpoints/sweep/xattn/xattn_resnet18_e039_de003.0397.pt,xattn,resnet18,image+meta,pixel,10,1.0,0.001,0.0001,sigmoid_eps,0.001,100
4e9643c0797c,2.8843193727595207,40,/home/dominik/repo/checkpoints/sweep/xattn/xattn_resnet18_e040_de002.8843.pt,xattn,resnet18,image+mean+meta,pixel,50,1.0,0.001,0.0001,sigmoid_eps,0.001,100
ae9a3a5f99a9,2.8651457448159494,41,/home/dominik/repo/checkpoints/sweep/xattn/xattn_resnet18_e041_de002.8651.pt,xattn,resnet18,image+meta,samsung,75,1.0,0.001,0.0001,sigmoid_eps,0.001,100
ec30cfae7e2c,2.7436940957264726,42,/home/dominik/repo/checkpoints/sweep/xattn/xattn_resnet18_e042_de002.7437.pt,xattn,resnet18,image+meta,pixel+samsung,50,1.0,0.001,0.0001,sigmoid_eps,0.001,100
5299fa896bb1,3.473348331451416,42,/home/dominik/repo/checkpoints/sweep/xattn/xattn_resnet18_e042_de003.4733.pt,xattn,resnet18,image+meta,none,10,1.0,0.001,0.0001,sigmoid_eps,0.001,100
b6941cbc2142,4.569076541725916,44,/home/dominik/repo/checkpoints/sweep/xattn/xattn_resnet18_e044_de004.5691.pt,xattn,resnet18,image,pixel,75,1.0,0.001,0.0001,sigmoid_eps,0.001,100
82d0eb539c44,4.625410185515426,44,/home/dominik/repo/checkpoints/sweep/xattn/xattn_resnet18_e044_de004.6254.pt,xattn,resnet18,image,pixel,50,1.0,0.001,0.0001,sigmoid_eps,0.001,100
6efeb6c7f456,2.7566397267003215,53,/home/dominik/repo/checkpoints/sweep/xattn/xattn_resnet18_e053_de002.7566.pt,xattn,resnet18,image+mean+meta,samsung,25,1.0,0.001,0.0001,sigmoid_eps,0.001,100
890e0f1eea67,3.930784494646134,45,/home/dominik/repo/checkpoints/sweep/xattn/xattn_resnet18_e045_de003.9308.pt,xattn,resnet18,image,samsung,75,1.0,0.001,0.0001,sigmoid_eps,0.001,100
0ed50bab91e4,2.8310748146426294,54,/home/dominik/repo/checkpoints/sweep/xattn/xattn_resnet18_e054_de002.8311.pt,xattn,resnet18,image+mean+meta,samsung,10,1.0,0.001,0.0001,sigmoid_eps,0.001,100
c7cefad02cb1,3.1802915967029075,52,/home/dominik/repo/checkpoints/sweep/xattn/xattn_resnet18_e052_de003.1803.pt,xattn,resnet18,image+mean+meta,none,25,1.0,0.001,0.0001,sigmoid_eps,0.001,100
d7ff6d6dd4b0,3.026008820879287,54,/home/dominik/repo/checkpoints/sweep/xattn/xattn_resnet18_e054_de003.0260.pt,xattn,resnet18,image+mean+meta,none,50,1.0,0.001,0.0001,sigmoid_eps,0.001,100
cf03adb99e60,2.9025385918155795,50,/home/dominik/repo/checkpoints/sweep/xattn/xattn_resnet18_e050_de002.9025.pt,xattn,resnet18,image+meta,samsung,50,1.0,0.001,0.0001,sigmoid_eps,0.001,100
0f4152b23fab,2.881270993140436,52,/home/dominik/repo/checkpoints/sweep/xattn/xattn_resnet18_e052_de002.8813.pt,xattn,resnet18,image+meta,samsung,25,1.0,0.001,0.0001,sigmoid_eps,0.001,100
b1129a7b62db,2.9847302955129873,62,/home/dominik/repo/checkpoints/sweep/xattn/xattn_resnet18_e062_de002.9847.pt,xattn,resnet18,image+mean+meta,none,75,1.0,0.001,0.0001,sigmoid_eps,0.001,100
731b5e62f208,2.8731546110779274,66,/home/dominik/repo/checkpoints/sweep/xattn/xattn_resnet18_e066_de002.8732.pt,xattn,resnet18,image+mean+meta,pixel,25,1.0,0.001,0.0001,sigmoid_eps,0.001,100
8ff51ac6b9b5,2.6571691266952024,72,/home/dominik/repo/checkpoints/sweep/xattn/xattn_resnet18_e072_de002.6572.pt,xattn,resnet18,image+meta,samsung,10,1.0,0.001,0.0001,sigmoid_eps,0.001,100
aa21f690580e,2.3503587863531457,74,/home/dominik/repo/checkpoints/sweep/xattn/xattn_resnet18_e074_de002.3504.pt,xattn,resnet18,image+mean+meta,pixel+samsung,25,1.0,0.001,0.0001,sigmoid_eps,0.001,100
c76357d2cb53,5.211556197649025,28,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e028_de005.2116.pt,xattn,smallcnn,image,pixel+samsung,25,1.0,0.001,0.0001,sigmoid_eps,0.001,100
25853e7102d9,6.126039381950132,15,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e015_de006.1260.pt,xattn,smallcnn,image,samsung,25,1.0,0.001,0.0001,sigmoid_eps,0.001,100
d28cd6c572cb,5.849036529773974,20,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e020_de005.8490.pt,xattn,smallcnn,image,pixel,25,1.0,0.001,0.0001,sigmoid_eps,0.001,100
90f4848730fe,5.995509438842308,20,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e020_de005.9955.pt,xattn,smallcnn,image,pixel,10,1.0,0.001,0.0001,sigmoid_eps,0.001,100
2ac95f363df6,3.602023683078047,25,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e025_de003.6020.pt,xattn,smallcnn,image+mean+meta,none,10,1.0,0.001,0.0001,sigmoid_eps,0.001,100
1e72003d14b6,5.763367329874346,25,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e025_de005.7634.pt,xattn,smallcnn,image,samsung,10,1.0,0.001,0.0001,sigmoid_eps,0.001,100
d7f8f9a44552,5.966477932468537,26,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e026_de005.9665.pt,xattn,smallcnn,image,samsung,50,1.0,0.001,0.0001,sigmoid_eps,0.001,100
df592480b06f,3.6208488699318706,29,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e029_de003.6208.pt,xattn,smallcnn,image+meta,none,75,1.0,0.001,0.0001,sigmoid_eps,0.001,100
48322372fc69,2.606131868190076,31,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e031_de002.6061.pt,xattn,smallcnn,image+mean+meta,pixel+samsung,50,1.0,0.001,0.0001,sigmoid_eps,0.001,100
f86e487e557e,3.2892712085477767,31,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e031_de003.2893.pt,xattn,smallcnn,image+meta,samsung,75,1.0,0.001,0.0001,sigmoid_eps,0.001,100
4724fcbf9768,5.428144811673929,33,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e033_de005.4281.pt,xattn,smallcnn,image,pixel,75,1.0,0.001,0.0001,sigmoid_eps,0.001,100
495144157618,2.592421120907887,43,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e043_de002.5924.pt,xattn,smallcnn,image+mean+meta,pixel+samsung,75,1.0,0.001,0.0001,sigmoid_eps,0.001,100
a7936bbeba45,2.773787211222821,33,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e033_de002.7738.pt,xattn,smallcnn,image+meta,pixel+samsung,75,1.0,0.001,0.0001,sigmoid_eps,0.001,100
92d977fa2118,3.481570691647737,33,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e033_de003.4816.pt,xattn,smallcnn,image+meta,none,25,1.0,0.001,0.0001,sigmoid_eps,0.001,100
000ef7c0bd94,2.867732442972314,35,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e035_de002.8677.pt,xattn,smallcnn,image+mean+meta,pixel,75,1.0,0.001,0.0001,sigmoid_eps,0.001,100
2fa45dd1ad04,2.6430087434240135,38,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e038_de002.6430.pt,xattn,smallcnn,image+mean+meta,pixel+samsung,25,1.0,0.001,0.0001,sigmoid_eps,0.001,100
50d3817a4f43,3.3625009059906006,42,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e042_de003.3625.pt,xattn,smallcnn,image+meta,pixel,50,1.0,0.001,0.0001,sigmoid_eps,0.001,100
8b0e13db7c32,4.944779312754252,48,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e048_de004.9448.pt,xattn,smallcnn,image,pixel+samsung,75,1.0,0.001,0.0001,sigmoid_eps,0.001,100
f2d78a3643c1,3.553247655647388,41,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e041_de003.5532.pt,xattn,smallcnn,image+meta,none,50,1.0,0.001,0.0001,sigmoid_eps,0.001,100
12b98f9ac0e4,5.680546745999169,41,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e041_de005.6805.pt,xattn,smallcnn,image,pixel,50,1.0,0.001,0.0001,sigmoid_eps,0.001,100
63ce6fd48857,2.838128243723223,43,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e043_de002.8381.pt,xattn,smallcnn,image+mean+meta,samsung,25,1.0,0.001,0.0001,sigmoid_eps,0.001,100
b1a110c74132,5.691177025394163,43,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e043_de005.6912.pt,xattn,smallcnn,image,none,50,1.0,0.001,0.0001,sigmoid_eps,0.001,100
dc85cdd8d8d0,2.6891350602529136,44,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e044_de002.6891.pt,xattn,smallcnn,image+meta,pixel+samsung,50,1.0,0.001,0.0001,sigmoid_eps,0.001,100
6d8ce83cd304,4.643989662970266,48,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e048_de004.6440.pt,xattn,smallcnn,image,samsung,75,1.0,0.001,0.0001,sigmoid_eps,0.001,100
4c4879e850e5,2.903667903715564,56,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e056_de002.9037.pt,xattn,smallcnn,image+meta,samsung,10,1.0,0.001,0.0001,sigmoid_eps,0.001,100
87547415902d,4.741982896643949,52,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e052_de004.7420.pt,xattn,smallcnn,image,pixel+samsung,10,1.0,0.001,0.0001,sigmoid_eps,0.001,100
6e3aa10173aa,4.91569113444133,46,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e046_de004.9157.pt,xattn,smallcnn,image,pixel+samsung,50,1.0,0.001,0.0001,sigmoid_eps,0.001,100
3d1715f3285d,5.7214827122895615,47,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e047_de005.7215.pt,xattn,smallcnn,image,none,25,1.0,0.001,0.0001,sigmoid_eps,0.001,100
7b643bf8f984,2.8694486387314333,48,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e048_de002.8694.pt,xattn,smallcnn,image+mean+meta,samsung,10,1.0,0.001,0.0001,sigmoid_eps,0.001,100
5cef16e71064,2.6914119519383073,50,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e050_de002.6914.pt,xattn,smallcnn,image+meta,pixel+samsung,10,1.0,0.001,0.0001,sigmoid_eps,0.001,100
1f1d7984cf18,3.2250220575194426,53,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e053_de003.2250.pt,xattn,smallcnn,image+mean+meta,none,75,1.0,0.001,0.0001,sigmoid_eps,0.001,100
34f02562b1cb,2.7781546731148996,58,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e058_de002.7782.pt,xattn,smallcnn,image+mean+meta,samsung,75,1.0,0.001,0.0001,sigmoid_eps,0.001,100
d303f962a2f7,2.3066235594002595,65,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e065_de002.3066.pt,xattn,smallcnn,image+mean+meta,pixel+samsung,10,1.0,0.001,0.0001,sigmoid_eps,0.001,100
1a2d33cad87e,2.915103533795772,75,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e075_de002.9151.pt,xattn,smallcnn,image+meta,pixel,10,1.0,0.001,0.0001,sigmoid_eps,0.001,100
65f7c8032074,2.9276305233222852,67,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e067_de002.9276.pt,xattn,smallcnn,image+mean+meta,none,50,1.0,0.001,0.0001,sigmoid_eps,0.001,100
61600d4200c2,2.77435180249105,68,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e068_de002.7744.pt,xattn,smallcnn,image+mean+meta,pixel,50,1.0,0.001,0.0001,sigmoid_eps,0.001,100
c22e3b169a41,2.79758783697172,70,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e070_de002.7976.pt,xattn,smallcnn,image+meta,pixel,75,1.0,0.001,0.0001,sigmoid_eps,0.001,100
f73afab621e0,2.8149325930553935,75,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e075_de002.8149.pt,xattn,smallcnn,image+mean+meta,none,25,1.0,0.001,0.0001,sigmoid_eps,0.001,100
c4ede71aeb5e,5.18666917828546,75,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e075_de005.1867.pt,xattn,smallcnn,image,none,75,1.0,0.001,0.0001,sigmoid_eps,0.001,100
cff9459c0c38,2.9018952010334402,77,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e077_de002.9019.pt,xattn,smallcnn,image+meta,none,10,1.0,0.001,0.0001,sigmoid_eps,0.001,100
86a553d7b8a7,2.6672155472540084,84,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e084_de002.6672.pt,xattn,smallcnn,image+mean+meta,samsung,50,1.0,0.001,0.0001,sigmoid_eps,0.001,100
51de8e408d79,2.7057786188052813,84,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e084_de002.7058.pt,xattn,smallcnn,image+mean+meta,pixel,25,1.0,0.001,0.0001,sigmoid_eps,0.001,100
569a3f82eaf2,4.859380126344985,84,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e084_de004.8594.pt,xattn,smallcnn,image,none,10,1.0,0.001,0.0001,sigmoid_eps,0.001,100
a6c98637a362,2.412874537129556,89,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e089_de002.4129.pt,xattn,smallcnn,image+meta,samsung,50,1.0,0.001,0.0001,sigmoid_eps,0.001,100
ae792477c42e,2.3441835603406354,90,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e090_de002.3442.pt,xattn,smallcnn,image+meta,samsung,25,1.0,0.001,0.0001,sigmoid_eps,0.001,100
b3fd24f9a72c,2.7030549431575164,96,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e096_de002.7031.pt,xattn,smallcnn,image+meta,pixel,25,1.0,0.001,0.0001,sigmoid_eps,0.001,100
bf771c36ae00,2.7130896080541245,94,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e094_de002.7131.pt,xattn,smallcnn,image+mean+meta,pixel,10,1.0,0.001,0.0001,sigmoid_eps,0.001,100
f080c2c6b2e3,2.2792357407420516,98,/home/dominik/repo/checkpoints/sweep/xattn/xattn_smallcnn_e098_de002.2792.pt,xattn,smallcnn,image+meta,pixel+samsung,25,1.0,0.001,0.0001,sigmoid_eps,0.001,100
