run_id,metric_kind,best_metric,best_epoch,ckpt_path,model,backbone,features,epochs,batch_size,lr,weight_decay,mse_weight_epochs,val_split,color_space,included_folders,meta_encoder,meta_model_name,meta_layers,meta_text_template,lr_auto,lr_schedule,optim
46d02f82f8a6,test,6.309825344362121,20,/home/dominik/repo/checkpoints/sweep/smoke/full/final_test/run/late__resnet18__image+mean+meta__focus-iphone__layers2__s100/final_summary.json,late,resnet18,image+mean+meta,20.0,32,0.001,0.0001,75.0,0.15,rgb,focus/iphone,flair,jhu-clsp/ettin-encoder-17m,-2,compact,True,paper_resnet,sgd
