bin_left,bin_right,count
-1.2129888265363633,-1.091689943882727,2
-1.091689943882727,-0.9703910612290907,0
-0.9703910612290907,-0.8490921785754543,4
-0.8490921785754543,-0.727793295921818,0
-0.727793295921818,-0.6064944132681817,0
-0.6064944132681817,-0.48519553061454523,0
-0.48519553061454523,-0.3638966479609089,0
-0.3638966479609089,-0.24259776530727262,0
-0.24259776530727262,-0.12129888265363631,0
-0.12129888265363631,0.0,2
0.0,0.12129888265363631,4
0.12129888265363631,0.24259776530727284,0
0.24259776530727284,0.36389664796090915,0
0.36389664796090915,0.48519553061454546,0
0.48519553061454546,0.6064944132681818,0
0.6064944132681818,0.7277932959218181,0
0.7277932959218181,0.8490921785754544,0
0.8490921785754544,0.9703910612290907,0
0.9703910612290907,1.091689943882727,0
1.091689943882727,1.2129888265363633,0
