ISOSpeedRatings,ShutterSpeedValue,BrightnessValue,L,a,b,L-true,a-true,b-true,Make_Apple,Make_Google,Make_samsung
250,4.644216913,0.2540404479,54.75703,12.925835,21.9737,34.07463,8.273018,11.069825,1,0,0
250,4.644216913,0.09876222251,54.019703,17.192171,25.491468,34.753605,9.284836,10.806059,1,0,0
250,4.644216913,-0.1774475721,52.710396,21.84745,23.233418,33.212276,9.99642,10.511238,1,0,0
250,4.644216913,0.2927728425,56.619,14.221886,29.66626,34.848213,7.7943053,12.792667,1,0,0
250,4.644216913,0.3852849816,59.81916,9.244066,34.737934,36.526527,8.958122,18.282227,1,0,0
250,4.644216913,0.5381838808,61.739628,7.9946475,34.59411,36.983135,7.396573,18.251486,1,0,0
250,4.644216913,0.21423944,56.067787,7.920365,27.925713,33.213768,6.3713136,12.955596,1,0,0
250,4.644216913,-0.2451921784,53.27397,11.576978,25.590952,32.33968,6.5425053,10.4437895,1,0,0
250,4.644216913,0.09876222251,54.92994,9.572515,18.685751,32.856842,6.824586,11.191873,1,0,0
250,4.644216913,-0.02676865951,53.30182,14.615959,19.250702,32.19292,7.772759,9.624341,1,0,0
250,4.644216913,-0.003117391427,55.374294,15.347604,25.788128,33.565285,9.547109,12.275983,1,0,0
250,4.644216913,0.1939194555,57.368507,14.626455,31.677544,34.760506,9.049045,13.958458,1,0,0
250,4.644216913,0.2540404479,57.14222,12.18775,35.08514,36.308044,8.161045,17.341476,1,0,0
250,4.644216913,-0.3606693963,51.21903,7.241152,22.570112,29.874323,5.4391413,9.446052,1,0,0
250,4.644216913,-0.4064730862,49.430145,5.90463,20.79244,29.264156,4.863841,7.9021463,1,0,0
250,4.644216913,-0.2177114422,52.228992,8.354259,23.007208,29.810255,5.300289,8.053745,1,0,0
250,4.644216913,-0.1907443946,51.222748,9.483466,21.152222,29.605753,6.2325225,8.429821,1,0,0
250,4.644216913,0.5219736531,61.433926,14.166015,33.3807,34.92166,7.977071,14.15584,1,0,0
160,5.914586223,3.109659478,68.657486,1.5327867,1.1823542,73.83144,4.9196286,6.9349422,1,0,0
160,5.914586223,3.339665084,69.69899,3.3741796,5.797959,72.794525,6.5501328,9.8508,1,0,0
160,5.914586223,3.25630934,68.734,5.69103,9.706823,73.2979,8.30943,13.9308195,1,0,0
160,5.914586223,3.25630934,69.89596,3.49393,3.4616928,71.949615,6.289175,8.049189,1,0,0
160,5.914586223,3.04903312,67.01724,4.4739265,10.327412,72.2858,7.187121,13.533483,1,0,0
160,5.914586223,3.079664741,66.20071,7.5075083,10.365544,72.31121,8.8762455,13.609479,1,0,0
160,5.914586223,3.25630934,68.36926,7.1340723,11.329097,72.15224,8.06445,15.013291,1,0,0
160,5.914586223,3.218269975,68.21773,6.8376627,12.376609,72.4772,7.769709,16.02714,1,0,0
160,5.914586223,3.303788048,66.57552,6.889995,12.445877,72.54559,6.458333,16.094734,1,0,0
160,5.914586223,3.25630934,69.33334,5.759774,14.759672,73.47208,5.4782414,17.954376,1,0,0
160,5.914586223,3.097736311,66.11473,6.905073,12.465744,71.1122,8.53389,13.513726,1,0,0
160,5.914586223,3.196074233,64.13274,11.669192,11.4666395,70.96779,11.017098,13.915399,1,0,0
160,5.914586223,3.196074233,63.123516,12.844518,12.264238,71.01131,12.716345,14.0191345,1,0,0
160,5.914586223,3.15639053,65.601685,7.0503616,12.53698,71.43726,8.233705,14.531908,1,0,0
160,5.914586223,3.097736311,64.01681,8.214576,11.278291,71.55298,8.761308,14.159968,1,0,0
160,5.914586223,3.115584312,65.04349,7.3350687,12.663172,71.41562,8.091913,15.049358,1,0,0
160,5.914586223,3.139043288,65.27667,7.2485914,12.622781,71.27918,7.4235406,15.93976,1,0,0
160,5.914586223,3.067490027,65.621506,6.921328,12.487136,71.07183,6.5074253,16.170076,1,0,0
160,5.914586223,3.25630934,65.81434,6.303794,15.564597,72.370224,5.51347,18.01532,1,0,0
160,5.914586223,3.103710214,65.76035,7.310177,12.631389,70.56252,9.332982,13.840332,1,0,0
160,5.914586223,3.055211697,63.653175,9.960024,11.384299,70.6432,11.316616,12.8952055,1,0,0
160,5.914586223,3.240129411,62.79368,12.878403,11.277782,70.2198,12.647744,12.863989,1,0,0
160,5.914586223,3.109659478,65.98848,6.8495517,14.769948,70.30789,8.133978,15.104418,1,0,0
160,5.914586223,3.15639053,65.458755,7.878199,12.512623,70.88817,9.03492,14.859796,1,0,0
160,5.914586223,3.196074233,68.69406,7.2412987,12.497772,70.771866,8.507273,15.231792,1,0,0
160,5.914586223,3.229241096,65.43923,7.1640687,12.585349,70.91015,7.4370885,15.958854,1,0,0
160,5.914586223,3.196074233,66.49093,6.9126105,12.456941,70.70245,6.5199704,16.189236,1,0,0
160,5.914586223,3.091737574,65.3159,5.345791,15.578303,70.47546,5.4609585,16.940756,1,0,0
160,5.914586223,3.097736311,65.33078,6.842965,14.792184,69.313416,8.707221,14.786764,1,0,0
160,5.914586223,3.139043288,64.99507,10.241439,10.32723,69.06666,10.999094,12.812806,1,0,0
160,5.914586223,3.150631258,66.76032,12.407415,9.949076,69.23175,11.815551,11.400283,1,0,0
160,5.914586223,3.167840551,64.427895,12.938829,8.44697,69.00479,12.507379,10.525231,1,0,0
160,5.914586223,3.127361481,66.046745,13.487815,9.232225,69.051544,12.80111,9.483128,1,0,0
160,5.914586223,3.201655264,67.36722,6.9351416,15.273399,69.196754,8.177129,15.160667,1,0,0
160,5.914586223,3.1621269,65.17563,8.8047495,12.409394,69.059814,9.25242,14.432052,1,0,0
160,5.914586223,3.133214206,65.26027,8.264673,12.431601,69.21837,8.318379,14.639785,1,0,0
160,5.914586223,3.150631258,67.6116,7.1575875,14.783651,69.43024,7.492473,16.03658,1,0,0
160,5.914586223,3.103710214,65.81745,7.121129,14.880143,69.24236,6.7119203,15.746651,1,0,0
160,5.914586223,3.173531663,66.17553,6.711117,14.710437,68.4998,5.163731,15.192672,1,0,0
160,5.914586223,3.085713784,64.52822,7.1614428,14.977671,67.84897,8.909445,14.339298,1,0,0
160,5.914586223,3.061363921,65.96195,12.223527,12.227737,67.38298,11.724128,13.7298765,1,0,0
160,5.914586223,3.173531663,65.446365,14.9092,12.174903,67.00466,13.350971,12.657197,1,0,0
160,5.914586223,3.167840551,63.55842,16.361794,12.248765,67.02723,13.491399,12.132117,1,0,0
160,5.914586223,3.223765965,66.0727,15.97728,9.679692,66.82437,14.324907,10.730649,1,0,0
160,5.914586223,3.201655264,64.778465,9.020973,17.97341,67.11458,8.778192,16.623398,1,0,0
160,5.914586223,3.079664741,64.879555,8.856571,15.414248,66.88122,9.463466,15.74536,1,0,0
160,5.914586223,3.190471522,64.805435,9.266082,14.882596,67.156975,9.0530615,15.574737,1,0,0
160,5.914586223,3.073590226,64.88858,8.365493,15.394166,66.94262,8.127307,15.801394,1,0,0
160,5.914586223,3.133214206,68.0174,7.9322453,15.728419,67.5506,7.4260225,16.660254,1,0,0
160,5.914586223,2.724005787,63.906895,7.322413,19.66772,65.73894,9.37926,16.335274,1,0,0
160,5.914586223,2.806898796,62.672894,11.293891,16.63808,64.94776,12.511681,14.708033,1,0,0
160,5.914586223,2.857272315,61.426373,15.617486,15.536655,66.02309,13.784696,14.609777,1,0,0
160,5.914586223,2.979262842,61.850544,15.921352,15.212281,65.17505,15.044598,13.408429,1,0,0
160,5.914586223,2.769809477,62.65784,15.082994,12.321308,65.53601,15.185332,11.116172,1,0,0
160,5.914586223,2.835898669,64.59571,8.76597,19.039341,65.4422,9.65964,17.036448,1,0,0
160,5.914586223,2.892206106,63.39992,8.457958,20.95325,65.93634,10.172201,16.639194,1,0,0
160,5.914586223,2.998628168,63.474712,7.581653,17.898767,65.61984,8.846517,16.711042,1,0,0
160,5.914586223,2.828703163,63.235172,7.070149,19.030062,65.50129,8.313306,17.087591,1,0,0
160,5.914586223,2.843058461,63.04066,5.630785,19.652014,65.59998,6.9615865,18.87217,1,0,0
160,5.914586223,2.668662754,59.4761,9.333611,20.102316,65.962746,5.0685735,21.008926,1,0,0
160,5.914586223,2.724005787,58.576942,12.049475,16.893614,62.02052,12.954159,15.579356,1,0,0
160,5.914586223,2.676700072,57.777283,16.034561,15.822497,62.399544,14.5500145,14.462734,1,0,0
160,5.914586223,2.602699489,57.852757,16.752188,15.678978,62.761303,16.00593,13.887024,1,0,0
160,5.914586223,2.843058461,60.958916,15.522301,14.885402,64.09686,15.389387,12.41075,1,0,0
160,5.914586223,2.777304014,59.08917,9.243929,20.621069,63.247646,9.914724,18.393875,1,0,0
160,5.914586223,2.799556822,58.972244,9.331743,18.36904,63.188114,9.775371,17.177896,1,0,0
160,5.914586223,2.792177288,59.354877,8.981615,19.970482,63.006313,8.847383,19.147552,1,0,0
160,5.914586223,2.724005787,59.515762,7.9325724,20.611042,62.886497,8.312987,19.525492,1,0,0
160,5.914586223,2.828703163,59.054302,6.917191,19.794327,62.409336,7.9263387,19.399977,1,0,0
160,5.914586223,2.660580405,56.219494,11.85969,22.472351,60.17634,12.8776655,20.321262,1,0,0
160,5.914586223,2.724005787,56.39007,14.04683,18.29848,59.75346,14.488107,17.486557,1,0,0
160,5.914586223,2.700546815,55.989384,16.97165,16.93776,59.806076,16.362427,15.323406,1,0,0
160,5.914586223,2.747089402,55.82148,17.449604,15.802958,60.097546,16.06287,14.5911255,1,0,0
160,5.914586223,2.769809477,56.263622,11.894188,23.312376,59.92469,11.815386,21.069326,1,0,0
160,5.914586223,2.627790473,56.141373,10.641314,19.626287,59.79257,11.488142,18.602215,1,0,0
160,5.914586223,2.692641617,57.58481,11.989326,21.271317,60.112865,11.088722,20.182013,1,0,0
160,5.914586223,2.769809477,58.68805,8.705383,21.229057,60.336555,8.864854,19.871912,1,0,0
160,5.914586223,2.70840893,58.841686,6.6031504,20.247671,59.994076,7.378044,20.479286,1,0,0
25,6.92243978,6.585053079,66.39633,15.834587,24.670296,57.404537,12.664835,20.38105,1,0,0
25,6.92243978,6.498896442,68.47892,21.006153,20.31126,56.795635,15.009408,18.436306,1,0,0
25,6.92243978,6.952262059,68.90924,23.941704,18.917032,57.371273,15.88183,16.40284,1,0,0
25,6.92243978,6.755752268,75.12016,19.898355,11.759448,57.075245,16.423311,14.257072,1,0,0
25,6.92243978,6.283883549,68.10482,15.435147,21.671814,56.511032,12.188506,20.823841,1,0,0
25,6.92243978,6.446154985,70.74488,13.104578,15.905141,57.188583,11.835489,20.05277,1,0,0
25,6.92243978,5.989598205,51.066586,19.412167,20.196968,57.10753,9.902343,20.455963,1,0,0
25,6.92243978,5.659750446,55.660812,15.775433,22.506414,56.68566,9.685779,21.568878,1,0,0
25,6.92243978,5.868846041,54.222767,13.894421,20.478237,56.755615,8.404765,21.060598,1,0,0
25,6.92243978,5.724456134,52.752415,20.949965,26.194939,53.927246,12.823388,21.23433,1,0,0
25,6.92243978,6.129970859,52.392315,26.063128,23.273975,53.545975,16.019243,19.634878,1,0,0
25,6.92243978,6.148953965,51.308144,28.844282,21.513033,53.335617,16.821207,18.19671,1,0,0
25,6.92243978,6.07147522,53.233967,26.467625,20.595058,54.491013,16.716059,18.092766,1,0,0
25,6.92243978,6.061491124,52.880634,22.581493,27.523844,53.135147,12.774755,21.85494,1,0,0
25,6.92243978,5.798456719,53.623985,21.071865,22.86287,54.001453,11.646533,20.150839,1,0,0
25,6.92243978,5.810429357,55.489616,16.886938,21.359753,52.89887,10.438525,19.721853,1,0,0
25,6.92243978,5.924989129,56.20867,17.903364,22.665756,53.209557,8.4475565,20.102232,1,0,0
25,6.92243978,6.148953965,55.3081,15.062009,25.617178,54.477448,7.0145698,21.834476,1,0,0
25,6.92243978,5.76193084,50.57855,24.535809,29.756392,49.392807,13.7782545,21.313484,1,0,0
25,6.92243978,5.749547121,51.165516,23.594198,23.276524,49.528767,15.858162,20.396135,1,0,0
25,6.92243978,5.857350404,50.3603,28.973282,22.472132,49.235924,16.468294,17.645351,1,0,0
25,6.92243978,6.081390683,49.896893,31.1455,20.823843,49.432293,15.8319025,16.131208,1,0,0
25,6.92243978,5.810429357,53.249363,21.93986,27.786392,49.02744,12.37615,21.346624,1,0,0
25,6.92243978,5.659750446,53.795086,20.940928,25.395258,50.317432,12.700615,21.401436,1,0,0
25,6.92243978,5.880250813,53.05092,20.426146,23.252378,49.422443,9.262399,20.051134,1,0,0
25,6.92243978,5.619486581,54.731842,16.199558,24.97421,49.57981,8.25191,20.24161,1,0,0
25,6.92243978,5.549777598,52.22669,23.942064,27.83832,44.093468,12.281855,19.797335,1,0,0
25,6.92243978,5.711745091,53.425503,21.903473,22.918474,45.444614,14.405902,18.170168,1,0,0
25,6.92243978,5.711745091,49.899433,24.933937,22.106186,44.289803,14.755018,17.151789,1,0,0
25,6.92243978,5.619486581,51.078514,29.99477,23.602682,44.5889,14.406271,16.36142,1,0,0
25,6.92243978,5.737056172,51.477962,24.368876,29.754824,44.756588,11.655614,20.104218,1,0,0
25,6.92243978,5.399360761,47.12392,19.10045,22.622028,45.310497,12.286628,19.111362,1,0,0
25,6.92243978,5.845762429,53.05984,15.871515,25.871052,44.67594,9.747376,19.934181,1,0,0
25,6.92243978,5.786383884,52.844265,17.93358,25.995262,45.08338,8.0106945,21.03662,1,0,0
25,6.92243978,5.646453624,48.675335,25.699987,28.415497,39.53265,10.904205,17.0126,1,0,0
25,6.92243978,5.213494213,49.65953,20.756802,18.982002,39.159378,12.796523,15.3166275,1,0,0
25,6.92243978,5.367299549,48.24615,28.183168,21.779915,39.058563,12.480067,14.548525,1,0,0
25,6.92243978,5.300957062,48.469246,19.8836,17.808449,38.69224,12.771612,13.416813,1,0,0
25,6.92243978,5.59200584,48.5747,23.07676,26.225464,39.7831,10.182378,17.949804,1,0,0
25,6.92243978,5.491478966,51.11032,16.900116,20.762428,40.638382,10.355568,16.718884,1,0,0
25,6.92243978,5.59200584,48.399635,24.175167,28.675718,39.626873,9.498263,18.925226,1,0,0
25,6.92243978,5.549777598,46.298573,18.296804,20.516287,34.12453,8.305508,13.037223,1,0,0
25,6.92243978,5.633033106,47.08965,13.420633,13.273722,34.07463,8.273018,11.069825,1,0,0
25,6.92243978,5.317830882,44.401447,19.60384,13.774417,34.753605,9.284836,10.806059,1,0,0
25,6.92243978,4.935960241,45.73091,25.913475,17.116383,33.212276,9.99642,10.511238,1,0,0
25,6.92243978,5.491478966,48.652565,14.614915,18.979685,34.848213,7.7943053,12.792667,1,0,0
25,6.92243978,5.535422312,49.274837,24.116446,29.780672,36.526527,8.958122,18.282227,1,0,0
25,6.92243978,5.367299549,46.78643,24.247936,27.169048,36.983135,7.396573,18.251486,1,0,0
25,6.92243978,5.081390683,44.63504,21.565876,21.404787,33.213768,6.3713136,12.955596,1,0,0
25,6.92243978,5.334509621,40.266098,13.006821,14.051249,32.33968,6.5425053,10.4437895,1,0,0
25,6.92243978,5.724456134,44.78882,23.081308,17.10683,32.856842,6.824586,11.191873,1,0,0
25,6.92243978,5.19534687,44.019367,25.048714,16.746714,32.19292,7.772759,9.624341,1,0,0
25,6.92243978,5.446154979,46.69938,16.721176,17.897076,33.565285,9.547109,12.275983,1,0,0
25,6.92243978,5.798456719,45.536552,16.840748,20.241257,34.760506,9.049045,13.958458,1,0,0
25,6.92243978,5.605811641,47.897648,25.893316,28.255487,36.308044,8.161045,17.341476,1,0,0
25,6.92243978,4.913933934,44.004684,12.782233,13.172427,29.874323,5.4391413,9.446052,1,0,0
25,6.92243978,4.913933934,41.031013,10.644901,11.134611,29.264156,4.863841,7.9021463,1,0,0
25,6.92243978,5.249118124,42.040745,14.097043,12.572466,29.810255,5.300289,8.053745,1,0,0
25,6.92243978,5.535422312,37.35585,16.096485,10.030928,29.605753,6.2325225,8.429821,1,0,0
25,6.92243978,5.578066648,46.937683,16.599169,20.320892,34.92166,7.977071,14.15584,1,0,0
158,5.06,1.4,49.897655,8.761262,1.642767,73.83144,4.9196286,6.9349422,0,1,0
247,5.64,1.34,44.220207,11.23508,6.5256476,72.794525,6.5501328,9.8508,0,1,0
227,5.64,1.46,43.44287,14.864504,9.382614,73.2979,8.30943,13.9308195,0,1,0
97,4.64,1.69,42.91865,12.699541,3.5630665,71.949615,6.289175,8.049189,0,1,0
242,5.64,1.37,48.364716,19.921453,23.638231,72.2858,7.187121,13.533483,0,1,0
174,5.64,1.85,44.27001,18.538584,21.004848,72.31121,8.8762455,13.609479,0,1,0
134,5.64,2.22,45.481873,12.753733,10.491098,72.15224,8.06445,15.013291,0,1,0
285,5.64,1.13,45.088097,14.672748,10.333345,72.4772,7.769709,16.02714,0,1,0
160,6.64,2.97,39.87341,22.085213,16.599514,72.54559,6.458333,16.094734,0,1,0
42,6.64,4.9,38.192947,19.925793,13.851089,73.47208,5.4782414,17.954376,0,1,0
36,5.64,4.12,38.789528,9.889683,3.834304,71.1122,8.53389,13.513726,0,1,0
72,6.64,4.12,40.135284,29.728008,19.806602,70.96779,11.017098,13.915399,0,1,0
74,5.64,3.08,39.23858,22.168406,11.597417,71.01131,12.716345,14.0191345,0,1,0
147,6.64,3.09,39.474014,18.121042,11.980067,71.43726,8.233705,14.531908,0,1,0
71,5.64,3.14,41.892883,15.466981,7.018274,71.55298,8.761308,14.159968,0,1,0
60,4.32,2.06,42.542023,14.174807,8.527866,71.41562,8.091913,15.049358,0,1,0
134,5.64,2.22,42.37555,14.158917,8.945719,71.27918,7.4235406,15.93976,0,1,0
205,5.64,1.61,47.67589,15.755558,14.38562,71.07183,6.5074253,16.170076,0,1,0
172,6.64,2.86,45.307373,17.345121,11.118814,72.370224,5.51347,18.01532,0,1,0
199,5.64,1.65,43.33222,11.8650875,7.3860483,70.56252,9.332982,13.840332,0,1,0
148,5.64,2.08,40.870766,19.120424,7.9965434,70.6432,11.316616,12.8952055,0,1,0
116,6.64,3.43,38.190487,21.306404,6.594926,70.2198,12.647744,12.863989,0,1,0
219,5.64,1.51,43.168007,10.579187,9.695864,70.30789,8.133978,15.104418,0,1,0
258,5.64,1.28,43.461105,12.478923,10.251441,70.88817,9.03492,14.859796,0,1,0
122,5.64,2.36,43.09618,15.205656,11.3338585,70.771866,8.507273,15.231792,0,1,0
150,5.64,2.06,43.05161,12.8457155,7.963121,70.91015,7.4370885,15.958854,0,1,0
113,5.64,2.47,41.079037,17.704187,11.633354,70.70245,6.5199704,16.189236,0,1,0
103,5.64,2.6,43.4592,12.662159,9.424813,70.47546,5.4609585,16.940756,0,1,0
185,5.64,1.76,42.342796,14.2938595,11.312889,69.313416,8.707221,14.786764,0,1,0
341,5.06,0.29,57.582577,21.150045,15.547827,69.06666,10.999094,12.812806,0,1,0
137,6.64,3.19,38.786713,23.903618,14.543319,69.23175,11.815551,11.400283,0,1,0
132,6.64,3.24,38.683674,25.123901,13.368054,69.00479,12.507379,10.525231,0,1,0
59,6.64,4.41,38.733475,21.008392,9.380821,69.051544,12.80111,9.483128,0,1,0
67,5.64,3.22,49.316936,14.823837,5.9587235,69.196754,8.177129,15.160667,0,1,0
153,5.64,2.03,46.352245,11.499492,6.8131857,69.059814,9.25242,14.432052,0,1,0
151,5.64,2.05,42.20979,17.069149,12.530699,69.21837,8.318379,14.639785,0,1,0
343,5.27,0.49,79.96957,8.301168,14.805273,69.43024,7.492473,16.03658,0,1,0
340,5.49,0.72,73.48206,10.851656,26.184267,69.24236,6.7119203,15.746651,0,1,0
360,5.35,0.51,77.44424,8.033912,14.483826,68.4998,5.163731,15.192672,0,1,0
343,4.97,0.2,78.26524,8.218274,12.751948,67.84897,8.909445,14.339298,0,1,0
344,5.08,0.29,78.7203,11.638101,11.686556,67.38298,11.724128,13.7298765,0,1,0
148,3.91,0.34,79.39631,13.256853,13.527649,67.00466,13.350971,12.657197,0,1,0
335,5.16,0.41,76.45292,14.923592,14.647881,67.02723,13.491399,12.132117,0,1,0
337,4.89,0.14,80.48772,14.111029,11.481472,66.82437,14.324907,10.730649,0,1,0
346,4.8,0.01,82.17206,8.215451,15.684857,67.11458,8.778192,16.623398,0,1,0
344,4.77,-0.02,81.50802,9.394275,14.662282,66.88122,9.463466,15.74536,0,1,0
320,4.62,-0.05,83.90415,8.447231,14.060792,67.156975,9.0530615,15.574737,0,1,0
336,4.67,-0.07,83.93801,7.760357,14.188625,66.94262,8.127307,15.801394,0,1,0
353,4.93,0.11,82.45169,9.731379,24.461481,67.5506,7.4260225,16.660254,0,1,0
477,4.64,-0.62,83.66245,8.033599,16.846758,65.73894,9.37926,16.335274,0,1,0
401,4.75,-0.26,78.813705,12.286027,20.57376,64.94776,12.511681,14.708033,0,1,0
408,4.78,-0.24,78.12485,15.706822,17.762196,66.02309,13.784696,14.609777,0,1,0
407,4.98,-0.04,79.656845,13.647018,14.3924265,65.17505,15.044598,13.408429,0,1,0
367,4.98,0.11,77.241486,18.717083,20.815275,65.53601,15.185332,11.116172,0,1,0
420,4.72,-0.35,79.54022,12.290742,25.261997,65.4422,9.65964,17.036448,0,1,0
446,4.78,-0.38,79.26532,11.003012,24.572186,65.93634,10.172201,16.639194,0,1,0
489,4.49,-0.8,81.8402,6.927908,16.107449,65.61984,8.846517,16.711042,0,1,0
354,4.6,-0.23,78.635796,11.573397,27.409798,65.50129,8.313306,17.087591,0,1,0
434,4.74,-0.38,81.16624,7.320502,22.81563,65.59998,6.9615865,18.87217,0,1,0
481,4.59,-0.67,78.83297,11.625794,20.951475,65.962746,5.0685735,21.008926,0,1,0
511,4.61,-0.74,75.78597,15.388907,24.472952,62.02052,12.954159,15.579356,0,1,0
478,4.48,-0.78,74.34662,17.899323,23.86296,62.399544,14.5500145,14.462734,0,1,0
389,4.84,-0.12,76.44564,19.46162,20.742132,62.761303,16.00593,13.887024,0,1,0
536,4.48,-0.95,76.08412,15.778446,14.249502,64.09686,15.389387,12.41075,0,1,0
306,5.12,0.51,77.44758,10.799634,19.766705,63.247646,9.914724,18.393875,0,1,0
570,4.77,-0.74,66.90471,11.501711,17.348396,63.188114,9.775371,17.177896,0,1,0
412,4.47,-0.57,82.156105,8.292193,16.997753,63.006313,8.847383,19.147552,0,1,0
457,4.73,-0.46,73.117096,12.632429,28.075283,62.886497,8.312987,19.525492,0,1,0
549,4.73,-0.73,76.72418,11.058429,26.02929,62.409336,7.9263387,19.399977,0,1,0
530,4.56,-0.85,73.2291,16.460423,27.469229,60.17634,12.8776655,20.321262,0,1,0
454,4.43,-0.75,63.81065,15.993544,19.479677,59.75346,14.488107,17.486557,0,1,0
443,4.68,-0.46,73.81363,21.120047,21.603756,59.806076,16.362427,15.323406,0,1,0
511,4.68,-0.67,74.67581,19.069717,20.729269,60.097546,16.06287,14.5911255,0,1,0
307,3.91,-0.71,79.24516,11.275521,20.57737,59.92469,11.815386,21.069326,0,1,0
563,4.58,-0.91,74.63004,13.851586,23.258677,59.79257,11.488142,18.602215,0,1,0
256,3.91,-0.45,78.35451,13.734433,28.881758,60.112865,11.088722,20.182013,0,1,0
346,4.37,-0.42,75.79105,12.616272,27.332878,60.336555,8.864854,19.871912,0,1,0
446,4.48,-0.67,75.44654,17.396166,24.859926,59.994076,7.378044,20.479286,0,1,0
338,4.74,-0.02,69.374214,18.590675,29.191391,57.404537,12.664835,20.38105,0,1,0
348,4.43,-0.37,73.06553,19.811792,27.85191,56.795635,15.009408,18.436306,0,1,0
391,4.73,-0.23,70.9546,25.173187,28.812952,57.371273,15.88183,16.40284,0,1,0
366,4.49,-0.38,71.30437,24.525072,24.215355,57.075245,16.423311,14.257072,0,1,0
410,4.73,-0.31,70.03249,19.508783,34.408142,56.511032,12.188506,20.823841,0,1,0
282,4.47,-0.03,70.102806,19.6793,29.553226,57.188583,11.835489,20.05277,0,1,0
297,4.54,-0.03,69.009735,18.394756,32.54579,57.10753,9.902343,20.455963,0,1,0
312,4.58,-0.07,71.021065,16.985483,36.130745,56.68566,9.685779,21.568878,0,1,0
467,4.53,-0.7,78.36105,10.687598,27.28693,56.755615,8.404765,21.060598,0,1,0
440,4.46,-0.68,71.206955,17.541037,35.45916,53.927246,12.823388,21.23433,0,1,0
392,4.52,-0.46,67.23936,25.10971,37.189423,53.545975,16.019243,19.634878,0,1,0
426,4.7,-0.39,68.24013,27.80229,31.849125,53.335617,16.821207,18.19671,0,1,0
383,4.45,-0.49,69.68728,27.450857,33.2955,54.491013,16.716059,18.092766,0,1,0
360,4.27,-0.58,74.26569,20.090994,36.583206,53.135147,12.774755,21.85494,0,1,0
413,4.72,-0.32,67.49338,21.403992,32.47458,54.001453,11.646533,20.150839,0,1,0
357,4.71,-0.13,66.50699,18.855051,32.321114,52.89887,10.438525,19.721853,0,1,0
289,4.28,-0.25,69.698654,16.47336,30.13939,53.209557,8.4475565,20.102232,0,1,0
345,4.65,-0.13,70.37801,15.607822,42.476486,54.477448,7.0145698,21.834476,0,1,0
414,4.57,-0.48,69.03336,18.70464,32.726936,49.392807,13.7782545,21.313484,0,1,0
387,4.72,-0.23,62.18973,28.388666,27.799303,49.528767,15.858162,20.396135,0,1,0
486,4.64,-0.64,67.764336,29.705914,34.897865,49.235924,16.468294,17.645351,0,1,0
460,4.87,-0.33,61.897408,29.939753,28.321772,49.432293,15.8319025,16.131208,0,1,0
425,4.34,-0.75,67.303856,19.797974,37.808197,49.02744,12.37615,21.346624,0,1,0
511,4.35,-1.01,71.59848,19.427933,35.67471,50.317432,12.700615,21.401436,0,1,0
517,4.29,-1.08,72.830765,16.746143,27.78612,49.422443,9.262399,20.051134,0,1,0
492,4.57,-0.73,66.98404,14.203044,38.421043,49.57981,8.25191,20.24161,0,1,0
365,4.1,-0.77,71.80983,9.953376,23.252605,44.093468,12.281855,19.797335,0,1,0
502,4.79,-0.54,73.097916,15.09489,26.770994,45.444614,14.405902,18.170168,0,1,0
572,4.56,-0.96,69.58681,12.865366,21.45516,44.289803,14.755018,17.151789,0,1,0
603,4.94,-0.65,77.313095,12.34468,18.74914,44.5889,14.406271,16.36142,0,1,0
538,5.0,-0.43,76.544014,9.499975,23.426764,44.756588,11.655614,20.104218,0,1,0
516,4.87,-0.49,75.16107,10.622079,26.14545,45.310497,12.286628,19.111362,0,1,0
502,4.84,-0.49,79.50216,5.995566,24.868908,44.67594,9.747376,19.934181,0,1,0
569,5.07,-0.44,76.00133,6.050963,25.331749,45.08338,8.0106945,21.03662,0,1,0
631,4.89,-0.77,68.21461,10.645361,21.253311,39.53265,10.904205,17.0126,0,1,0
563,4.87,-0.63,69.00218,12.052206,18.489758,39.159378,12.796523,15.3166275,0,1,0
451,4.34,-0.83,68.93751,13.430608,20.478365,39.058563,12.480067,14.548525,0,1,0
440,4.1,-1.03,66.6212,12.385118,17.67259,38.69224,12.771612,13.416813,0,1,0
468,4.75,-0.48,69.95262,10.596133,22.134422,39.7831,10.182378,17.949804,0,1,0
499,4.49,-0.82,77.5361,8.118469,21.710995,40.638382,10.355568,16.718884,0,1,0
555,4.79,-0.68,73.60003,10.918758,33.19267,39.626873,9.498263,18.925226,0,1,0
532,4.54,-0.87,59.21932,7.508354,19.49421,34.12453,8.305508,13.037223,0,1,0
547,4.63,-0.82,60.642143,7.342193,12.808228,34.07463,8.273018,11.069825,0,1,0
550,4.61,-0.85,59.802498,8.374279,13.401005,34.753605,9.284836,10.806059,0,1,0
536,4.54,-0.88,56.97052,11.516319,15.811803,33.212276,9.99642,10.511238,0,1,0
482,4.46,-0.81,55.673576,7.6988645,18.22901,34.848213,7.7943053,12.792667,0,1,0
495,4.54,-0.76,56.241177,8.138021,24.113325,36.526527,8.958122,18.282227,0,1,0
546,4.56,-0.89,55.87266,10.806415,29.093513,36.983135,7.396573,18.251486,0,1,0
500,4.48,-0.84,48.831158,9.283725,20.547424,33.213768,6.3713136,12.955596,0,1,0
462,4.43,-0.78,50.28254,9.195715,17.500166,32.33968,6.5425053,10.4437895,0,1,0
