ISOSpeedRatings,ShutterSpeedValue,BrightnessValue,L,a,b,L-true,a-true,b-true,Make_Apple,Make_Google,Make_samsung
640,4.304832859,-1.349793292,29.63374,10.608741,11.801205,33.213768,6.3713136,12.955596,1,0,0
1600,3.909959585,-3.192113737,44.58678,10.7883625,13.573226,32.33968,6.5425053,10.4437895,1,0,0
1250,3.909959585,-2.952960312,39.56784,9.337954,10.686605,32.856842,6.824586,11.191873,1,0,0
1600,3.909959585,-2.938488151,39.839153,13.338638,11.041115,32.19292,7.772759,9.624341,1,0,0
1600,3.909959585,-2.793700563,44.623913,9.26592,13.570886,33.565285,9.547109,12.275983,1,0,0
1250,3.909959585,-2.733335363,34.809895,8.055528,12.443885,34.760506,9.049045,13.958458,1,0,0
1600,3.909959585,-2.894202142,37.004913,10.786774,15.143015,36.308044,8.161045,17.341476,1,0,0
2000,3.906753544,-3.743371319,26.72542,6.133897,7.187014,29.874323,5.4391413,9.446052,1,0,0
2000,3.909959585,-3.536801109,26.573986,5.317373,6.809258,29.264156,4.863841,7.9021463,1,0,0
2000,3.909959585,-3.195764192,28.23946,6.09911,7.688524,29.810255,5.300289,8.053745,1,0,0
2000,3.909959585,-3.466411781,29.260122,10.740673,8.982465,29.605753,6.2325225,8.429821,1,0,0
2000,3.909959585,-3.345659623,35.91638,10.167384,13.066154,34.92166,7.977071,14.15584,1,0,0
320,5.65217563,2.416502028,85.66478,-1.5815187,2.2274716,73.83144,4.9196286,6.9349422,1,0,0
320,5.65217563,1.813837526,81.77716,0.33839655,5.82049,72.794525,6.5501328,9.8508,1,0,0
320,5.65217563,2.298415959,82.11314,1.2296726,11.381461,73.2979,8.30943,13.9308195,1,0,0
320,5.65217563,2.323653251,83.12723,0.66137606,3.5914881,71.949615,6.289175,8.049189,1,0,0
320,5.65217563,1.976487864,77.97063,-0.4396848,10.606741,72.2858,7.187121,13.533483,1,0,0
320,5.65217563,2.404724861,82.82197,0.5333709,12.4562845,72.31121,8.8762455,13.609479,1,0,0
320,5.65217563,2.063950706,83.55796,-1.0311577,12.412966,72.15224,8.06445,15.013291,1,0,0
320,5.65217563,2.82566296,78.292435,-0.9474682,14.8717165,72.4772,7.769709,16.02714,1,0,0
320,5.65217563,1.900252278,81.90311,-2.220089,14.84441,72.54559,6.458333,16.094734,1,0,0
320,5.65217563,1.55436094,79.295975,-0.7235262,15.465474,73.47208,5.4782414,17.954376,1,0,0
320,5.65217563,1.420406483,78.19221,0.9088741,10.437911,71.1122,8.53389,13.513726,1,0,0
320,5.65217563,1.596384155,79.76452,4.796177,10.950079,70.96779,11.017098,13.915399,1,0,0
320,5.65217563,1.734515073,79.503265,6.7159133,11.293634,71.01131,12.716345,14.0191345,1,0,0
320,5.65217563,2.043843133,83.62858,-0.68861955,12.379275,71.43726,8.233705,14.531908,1,0,0
320,5.65217563,1.657209348,78.375854,1.990517,11.987779,71.55298,8.761308,14.159968,1,0,0
320,5.65217563,1.734515073,79.18339,0.5402951,12.571083,71.41562,8.091913,15.049358,1,0,0
320,5.65217563,1.547236504,76.05998,0.58334446,12.686952,71.27918,7.4235406,15.93976,1,0,0
320,5.65217563,1.960487385,84.32998,-3.1025794,14.997504,71.07183,6.5074253,16.170076,1,0,0
320,5.65217563,1.831539528,80.87038,-1.0409056,16.404709,72.370224,5.51347,18.01532,1,0,0
320,5.65217563,1.916931018,79.99244,0.24215162,12.439776,70.56252,9.332982,13.840332,1,0,0
320,5.65217563,1.596384155,79.67874,4.222989,9.971246,70.6432,11.316616,12.8952055,1,0,0
320,5.65217563,2.093596167,82.47777,5.5012226,9.586045,70.2198,12.647744,12.863989,1,0,0
320,5.65217563,2.331968518,85.75729,-1.0849721,12.34838,70.30789,8.133978,15.104418,1,0,0
320,5.65217563,1.568505122,75.61609,2.8151627,12.374795,70.88817,9.03492,14.859796,1,0,0
320,5.65217563,1.45888063,75.115456,0.59103215,12.720882,70.771866,8.507273,15.231792,1,0,0
320,5.65217563,1.396819663,63.7534,1.5606523,11.729423,70.91015,7.4370885,15.958854,1,0,0
320,5.65217563,1.46645385,73.49942,0.15386605,12.652722,70.70245,6.5199704,16.189236,1,0,0
320,5.65217563,1.81976236,80.76824,-2.4008307,15.39821,70.47546,5.4609585,16.940756,1,0,0
320,5.65217563,1.63049201,80.021904,0.5530561,12.549314,69.313416,8.707221,14.786764,1,0,0
320,5.65217563,1.709203985,80.237785,3.3280632,10.18798,69.06666,10.999094,12.812806,1,0,0
320,5.65217563,1.058950024,68.467606,8.001416,7.645415,69.23175,11.815551,11.400283,1,0,0
320,5.65217563,0.8432213326,53.979034,8.2876425,5.0641184,69.00479,12.507379,10.525231,1,0,0
320,5.65217563,1.637217872,67.89838,7.090021,7.261198,69.051544,12.80111,9.483128,1,0,0
320,5.65217563,1.264064453,70.53941,1.2708616,11.859242,69.196754,8.177129,15.160667,1,0,0
320,5.65217563,1.210953117,71.148285,3.1331222,11.551845,69.059814,9.25242,14.432052,1,0,0
320,5.737735233,1.598892425,79.459366,0.76769644,12.221758,69.21837,8.318379,14.639785,1,0,0
250,5.914586223,1.185485235,62.556755,1.5590882,7.653406,69.43024,7.492473,16.03658,1,0,0
320,5.459195037,0.9906651794,69.6668,2.8661308,12.58118,69.24236,6.7119203,15.746651,1,0,0
320,5.459195037,1.310754276,69.30635,1.6360028,13.937424,68.4998,5.163731,15.192672,1,0,0
320,5.511740029,1.264289264,70.435616,3.0303247,12.616002,67.84897,8.909445,14.339298,1,0,0
250,5.914586223,2.245696348,56.2755,7.478975,12.144504,67.38298,11.724128,13.7298765,1,0,0
320,5.734889613,1.71490849,57.257668,10.005309,12.623517,67.00466,13.350971,12.657197,1,0,0
320,5.430166743,2.354871998,70.202614,2.541096,-32.798775,67.02723,13.491399,12.132117,1,0,0
320,5.430166743,0.6907392836,68.83257,14.022594,9.359996,66.82437,14.324907,10.730649,1,0,0
320,5.430166743,0.9537736907,75.54957,5.7790046,19.10868,67.11458,8.778192,16.623398,1,0,0
320,5.430166743,0.8382964726,72.61125,7.049686,17.071293,66.88122,9.463466,15.74536,1,0,0
320,5.430166743,0.8382964726,72.11137,5.8871584,15.246092,67.156975,9.0530615,15.574737,1,0,0
320,5.430166743,1.119582583,73.5142,4.9589057,17.7581,66.94262,8.127307,15.801394,1,0,0
320,5.430166743,1.409838459,72.503136,3.7092733,18.6575,67.5506,7.4260225,16.660254,1,0,0
320,5.430166743,1.679598726,75.7084,4.6466193,22.951077,65.73894,9.37926,16.335274,1,0,0
320,5.743443389,1.002660598,65.15131,18.167213,37.095474,64.94776,12.511681,14.708033,1,0,0
320,5.743443389,1.587623098,65.46331,23.297422,36.34928,66.02309,13.784696,14.609777,1,0,0
320,5.743443389,1.160201875,64.72483,24.233732,34.1156,65.17505,15.044598,13.408429,1,0,0
320,5.743443389,1.140164121,67.41055,22.695791,32.92295,65.53601,15.185332,11.116172,1,0,0
320,5.743443389,1.237680627,64.57916,15.777731,36.356926,65.4422,9.65964,17.036448,1,0,0
320,5.743443389,1.389683719,69.27978,14.73774,41.18495,65.93634,10.172201,16.639194,1,0,0
320,5.743443389,1.088817241,66.4977,14.351102,37.21868,65.61984,8.846517,16.711042,1,0,0
320,5.743443389,1.109575801,65.76893,14.097397,37.212826,65.50129,8.313306,17.087591,1,0,0
320,5.743443389,1.099233856,68.51805,12.914302,39.142307,65.59998,6.9615865,18.87217,1,0,0
320,5.743443389,0.7484771086,62.178066,14.774784,37.964817,65.962746,5.0685735,21.008926,1,0,0
320,5.743443389,0.9915200407,62.638428,18.348408,36.880585,62.02052,12.954159,15.579356,1,0,0
320,5.743443389,0.8751105472,62.19242,23.106377,34.797684,62.399544,14.5500145,14.462734,1,0,0
320,5.743443389,1.130039903,64.70734,24.656261,35.294155,62.761303,16.00593,13.887024,1,0,0
320,5.743443389,1.311209661,66.38933,23.951416,34.00778,64.09686,15.389387,12.41075,1,0,0
320,5.743443389,1.320142787,67.18203,15.61738,41.414978,63.247646,9.914724,18.393875,1,0,0
320,5.743443389,1.247079324,65.94183,16.990517,38.1018,63.188114,9.775371,17.177896,1,0,0
320,5.743443389,1.150217786,65.57575,15.811206,39.41409,63.006313,8.847383,19.147552,1,0,0
320,5.743443389,1.05710838,70.71294,14.883447,43.820095,62.886497,8.312987,19.525492,1,0,0
320,5.743443389,1.013715785,73.45597,12.544881,43.920498,62.409336,7.9263387,19.399977,1,0,0
320,5.743443389,0.8131827981,59.603313,17.113579,40.336147,60.17634,12.8776655,20.321262,1,0,0
320,5.743443389,0.7876477054,64.801384,22.369848,40.08999,59.75346,14.488107,17.486557,1,0,0
320,5.743443389,1.311209661,67.05806,25.287342,39.3846,59.806076,16.362427,15.323406,1,0,0
320,5.743443389,1.247079324,66.425674,26.470827,38.25444,60.097546,16.06287,14.5911255,1,0,0
320,5.743443389,0.9110301211,66.468475,18.388544,45.396725,59.92469,11.815386,21.069326,1,0,0
320,5.743443389,1.320142787,68.569954,19.041485,42.92069,59.79257,11.488142,18.602215,1,0,0
320,5.743443389,1.645628701,74.60395,7.11821,21.33131,60.112865,11.088722,20.182013,1,0,0
320,5.743443389,1.624148973,76.10388,4.2988396,20.460266,60.336555,8.864854,19.871912,1,0,0
320,5.743443389,1.406557539,74.30479,3.082135,20.349802,59.994076,7.378044,20.479286,1,0,0
320,5.743443389,1.088817241,66.62083,8.361131,23.927359,57.404537,12.664835,20.38105,1,0,0
320,5.743443389,0.9915200407,65.70267,13.47656,18.929092,56.795635,15.009408,18.436306,1,0,0
320,5.743443389,0.9110301211,69.037895,15.119782,17.083857,57.371273,15.88183,16.40284,1,0,0
320,5.743443389,1.755079844,70.86792,15.830076,14.319501,57.075245,16.423311,14.257072,1,0,0
320,5.743443389,1.3981453,70.20908,8.541439,24.431572,56.511032,12.188506,20.823841,1,0,0
320,5.743443389,1.302220877,70.55924,8.507768,21.40035,57.188583,11.835489,20.05277,1,0,0
320,5.743443389,1.519451594,68.177025,6.6827693,20.578856,57.10753,9.902343,20.455963,1,0,0
320,5.743443389,1.609649405,71.34887,5.419588,23.670702,56.68566,9.685779,21.568878,1,0,0
320,5.327073249,1.647016692,74.87722,8.663788,33.386295,56.755615,8.404765,21.060598,1,0,0
320,5.327073249,1.15952,70.76956,16.1075,36.7434,53.927246,12.823388,21.23433,1,0,0
320,5.327073249,1.594357743,70.235054,20.068804,33.461056,53.545975,16.019243,19.634878,1,0,0
320,5.327073249,1.494438933,70.400406,22.754354,30.733446,53.335617,16.821207,18.19671,1,0,0
320,5.327073249,1.453632718,66.89947,22.861027,28.770113,54.491013,16.716059,18.092766,1,0,0
320,5.327073249,1.411638628,62.754623,15.977451,33.601227,53.135147,12.774755,21.85494,1,0,0
320,5.327073249,1.237140898,71.03778,15.0071945,32.83613,54.001453,11.646533,20.150839,1,0,0
320,5.327073249,0.7225677243,69.71024,11.7934,30.687468,52.89887,10.438525,19.721853,1,0,0
320,5.327073249,1.399412326,71.61407,9.246792,32.249172,53.209557,8.4475565,20.102232,1,0,0
320,5.327073249,1.195320722,71.42307,9.483076,35.580814,54.477448,7.0145698,21.834476,1,0,0
320,5.327073249,1.077484232,66.54256,16.97666,37.391285,49.392807,13.7782545,21.313484,1,0,0
320,5.327073249,1.195320722,67.40101,20.675917,33.98754,49.528767,15.858162,20.396135,1,0,0
400,4.96546873,0.5664744546,67.04519,23.203762,31.005617,49.235924,16.468294,17.645351,1,0,0
320,5.05923036,1.05849914,69.03472,23.15461,27.132513,49.432293,15.8319025,16.131208,1,0,0
250,5.05923036,1.344679106,71.69093,13.749268,31.112318,49.02744,12.37615,21.346624,1,0,0
500,4.644216913,-0.2726770294,47.784565,20.17141,19.942406,50.317432,12.700615,21.401436,1,0,0
500,4.644216913,-0.3206194393,49.717384,18.213173,20.368397,49.422443,9.262399,20.051134,1,0,0
500,4.644216913,-0.4069721086,51.64772,15.02628,20.928223,49.57981,8.25191,20.24161,1,0,0
500,4.644216913,-0.3676376085,46.295395,17.386276,16.857088,44.093468,12.281855,19.797335,1,0,0
640,4.058845601,-1.115477278,51.49502,18.77048,20.625301,45.444614,14.405902,18.170168,1,0,0
640,4.644216913,-0.456968126,47.695194,23.560532,18.656343,44.289803,14.755018,17.151789,1,0,0
640,4.058845601,-1.144909168,51.973152,24.005386,27.302877,44.5889,14.406271,16.36142,1,0,0
640,4.058845601,-1.125219071,47.25477,18.009998,28.316689,44.756588,11.655614,20.104218,1,0,0
640,4.058845601,-1.12156033,46.804134,18.539803,20.55924,45.310497,12.286628,19.111362,1,0,0
640,4.058845601,-1.169007492,49.576393,14.2621765,23.608114,44.67594,9.747376,19.934181,1,0,0
640,4.058845601,-1.213484566,51.2632,15.368692,27.421629,45.08338,8.0106945,21.03662,1,0,0
800,4.058845601,-1.466714268,50.346546,17.16176,27.955729,39.53265,10.904205,17.0126,1,0,0
500,4.322303247,-0.6914980418,44.22193,18.744846,19.021124,39.159378,12.796523,15.3166275,1,0,0
500,4.322303247,-0.7588502479,44.64347,22.696787,20.918015,39.058563,12.480067,14.548525,1,0,0
500,4.322303247,-0.765942735,46.17999,19.201962,19.112072,38.69224,12.771612,13.416813,1,0,0
800,4.058845601,-1.484231796,48.206993,15.628118,25.601938,39.7831,10.182378,17.949804,1,0,0
800,3.836521875,-1.966756841,45.350174,15.676541,22.418907,40.638382,10.355568,16.718884,1,0,0
800,4.058845601,-1.492364948,41.64465,17.069574,17.039148,39.626873,9.498263,18.925226,1,0,0
1000,4.058845601,-1.837746505,44.259922,9.64162,16.820707,34.12453,8.305508,13.037223,1,0,0
640,4.322303247,-0.9069340674,42.017498,13.142762,16.593206,34.07463,8.273018,11.069825,1,0,0
500,4.322303247,-0.8058814803,40.86053,16.742645,13.864249,34.753605,9.284836,10.806059,1,0,0
500,4.322303247,-0.7976515948,39.233486,19.631268,14.912566,33.212276,9.99642,10.511238,1,0,0
500,4.322303247,-0.8882076879,43.828568,11.488753,16.78628,34.848213,7.7943053,12.792667,1,0,0
500,4.322303247,-0.8279746086,42.162266,13.159024,21.454782,36.526527,8.958122,18.282227,1,0,0
1000,4.058845601,-1.794038245,52.558624,9.576111,21.028833,36.983135,7.396573,18.251486,1,0,0
1250,4.058845601,-1.995033126,46.053585,8.550489,18.148262,33.213768,6.3713136,12.955596,1,0,0
1000,4.058845601,-2.003865288,49.983753,7.922259,13.613308,32.33968,6.5425053,10.4437895,1,0,0
640,4.322303247,-0.9575443383,40.824207,12.819072,14.36052,32.856842,6.824586,11.191873,1,0,0
1250,4.058845601,-1.177933262,49.696106,21.026114,29.425991,32.19292,7.772759,9.624341,1,0,0
1000,4.058845601,-1.903425387,48.162647,12.760507,20.761923,33.565285,9.547109,12.275983,1,0,0
1000,4.058845601,-1.805578063,49.21395,12.4747505,23.141422,34.760506,9.049045,13.958458,1,0,0
1000,4.058845601,-1.684653281,47.16396,12.067968,25.099037,36.308044,8.161045,17.341476,1,0,0
1000,4.058845601,-2.102318532,39.37984,6.666838,8.29322,29.874323,5.4391413,9.446052,1,0,0
1000,4.058845601,-1.979617739,39.8604,4.015395,10.83011,29.264156,4.863841,7.9021463,1,0,0
320,4.644216913,1.088201465,47.137054,6.9877687,18.982689,29.810255,5.300289,8.053745,1,0,0
640,4.322303247,-0.6157809882,60.526974,8.826294,21.76484,29.605753,6.2325225,8.429821,1,0,0
500,4.644216913,-0.3040079632,57.647526,13.695434,28.157694,34.92166,7.977071,14.15584,1,0,0
250,4.644216913,0.16289256,52.751842,2.9658487,0.818859,73.83144,4.9196286,6.9349422,1,0,0
250,4.644216913,0.1204572936,51.19996,5.082377,3.7052512,72.794525,6.5501328,9.8508,1,0,0
250,4.644216913,0.1096505387,54.504265,6.135219,7.764498,73.2979,8.30943,13.9308195,1,0,0
250,4.644216913,0.1939194555,65.97328,4.630854,2.1927614,71.949615,6.289175,8.049189,1,0,0
250,4.644216913,-0.05081413349,50.321594,3.4114912,6.7881026,72.2858,7.187121,13.533483,1,0,0
250,4.644216913,-0.003117391427,49.100567,5.285624,9.18266,72.31121,8.8762455,13.609479,1,0,0
250,4.644216913,0.1311837004,62.863506,4.294593,9.867748,72.15224,8.06445,15.013291,1,0,0
250,4.644216913,0.2242931047,64.59935,4.4304013,12.857988,72.4772,7.769709,16.02714,1,0,0
250,4.644216913,0.1096505387,62.522427,2.9742475,11.201545,72.54559,6.458333,16.094734,1,0,0
250,4.644216913,0.1733091759,52.384117,4.518289,12.0258255,73.47208,5.4782414,17.954376,1,0,0
250,4.644216913,-0.06298884734,59.696255,3.7631354,9.116562,71.1122,8.53389,13.513726,1,0,0
250,4.644216913,0.0543681032,59.47556,9.806587,9.612181,70.96779,11.017098,13.915399,1,0,0
250,4.644216913,0.0543681032,59.060463,11.472108,10.117672,71.01131,12.716345,14.0191345,1,0,0
250,4.644216913,-0.0387413012,59.90298,3.631267,9.533516,71.43726,8.233705,14.531908,1,0,0
250,4.644216913,-0.05081413349,58.448444,4.8099847,8.898513,71.55298,8.761308,14.159968,1,0,0
250,4.644216913,-0.05081413349,58.679596,4.537957,10.0264435,71.41562,8.091913,15.049358,1,0,0
250,4.644216913,-0.02676865951,60.358612,3.664524,10.840114,71.27918,7.4235406,15.93976,1,0,0
250,4.644216913,-0.02676865951,60.390335,2.086324,10.261987,71.07183,6.5074253,16.170076,1,0,0
250,4.644216913,0.21423944,65.67499,3.3984628,12.880513,72.370224,5.51347,18.01532,1,0,0
250,4.644216913,-0.06298884734,58.5699,4.0229025,9.15045,70.56252,9.332982,13.840332,1,0,0
250,4.644216913,-0.003117391427,60.455788,7.6258273,8.399446,70.6432,11.316616,12.8952055,1,0,0
250,4.644216913,0.09876222251,62.39128,12.868148,9.585043,70.2198,12.647744,12.863989,1,0,0
250,4.644216913,-0.1001418459,58.857613,3.7421448,10.839345,70.30789,8.133978,15.104418,1,0,0
250,4.644216913,-0.08765090165,58.83419,6.0064235,10.574759,70.88817,9.03492,14.859796,1,0,0
250,4.644216913,-0.05081413349,59.691093,5.458978,11.139683,70.771866,8.507273,15.231792,1,0,0
250,4.644216913,-0.08765090165,59.22312,4.33075,11.71559,70.91015,7.4370885,15.958854,1,0,0
250,4.644216913,-0.06298884734,59.8952,3.663039,11.971413,70.70245,6.5199704,16.189236,1,0,0
250,4.644216913,-0.01489455921,60.41054,3.1412733,15.1453905,70.47546,5.4609585,16.940756,1,0,0
250,4.644216913,-0.1382769747,58.67402,4.3447022,11.739134,69.313416,8.707221,14.786764,1,0,0
250,4.644216913,-0.06298884734,57.94801,8.774446,10.397878,69.06666,10.999094,12.812806,1,0,0
250,4.644216913,0.1096505387,59.730934,10.573825,9.603385,69.23175,11.815551,11.400283,1,0,0
250,4.644216913,1.9123491,73.82671,10.042336,8.259598,69.00479,12.507379,10.525231,1,0,0
250,4.644216913,1.933951353,78.977936,9.658714,9.781285,69.051544,12.80111,9.483128,1,0,0
250,4.644216913,1.244192661,72.24513,2.2223947,15.624123,69.196754,8.177129,15.160667,1,0,0
250,4.644216913,1.768613621,79.88844,4.268449,16.777927,69.059814,9.25242,14.432052,1,0,0
250,4.644216913,2.005652818,83.52551,2.7320468,15.913995,69.21837,8.318379,14.639785,1,0,0
250,4.644216913,2.165503773,81.69603,1.1910157,17.16145,69.43024,7.492473,16.03658,1,0,0
250,4.644216913,2.141830946,83.78486,0.09797935,18.056095,69.24236,6.7119203,15.746651,1,0,0
250,4.644216913,2.136517146,80.97636,1.3791593,15.114062,68.4998,5.163731,15.192672,1,0,0
250,4.644216913,1.416311876,80.00251,-6.505142,-5.602971,67.84897,8.909445,14.339298,1,0,0
250,4.644216913,1.429407534,78.99249,-2.6535366,-6.010855,67.38298,11.724128,13.7298765,1,0,0
250,4.644216913,1.601262564,78.011246,0.48852724,-7.468693,67.00466,13.350971,12.657197,1,0,0
250,4.644216913,1.546221198,77.976555,1.0859926,-6.528333,67.02723,13.491399,12.132117,1,0,0
250,4.644216913,0.8809165903,73.15257,2.2629561,-7.921046,66.82437,14.324907,10.730649,1,0,0
250,4.644216913,0.9370111524,76.678116,-4.8967814,0.59326243,67.11458,8.778192,16.623398,1,0,0
250,4.644216913,1.455247541,75.81253,13.956874,45.468845,66.88122,9.463466,15.74536,1,0,0
250,4.644216913,1.420690318,75.356895,12.856341,44.1895,67.156975,9.0530615,15.574737,1,0,0
250,4.644216913,1.411920107,74.62448,13.013136,43.928017,66.94262,8.127307,15.801394,1,0,0
250,4.644216913,1.316462949,72.57454,11.839989,43.763355,67.5506,7.4260225,16.660254,1,0,0
250,4.644216913,1.371780717,74.810356,12.677969,46.698288,65.73894,9.37926,16.335274,1,0,0
250,4.644216913,1.224293105,71.28888,17.818302,42.704185,64.94776,12.511681,14.708033,1,0,0
250,4.644216913,1.229293784,69.477585,23.1126,40.622684,66.02309,13.784696,14.609777,1,0,0
250,4.644216913,0.8291551629,66.742226,23.993414,39.34483,65.17505,15.044598,13.408429,1,0,0
250,4.644216913,1.168110269,68.64047,23.492674,37.63183,65.53601,15.185332,11.116172,1,0,0
250,4.644216913,0.6909927239,69.65849,16.803698,42.336666,65.4422,9.65964,17.036448,1,0,0
250,4.644216913,0.4889963308,59.652805,15.133293,38.039646,65.93634,10.172201,16.639194,1,0,0
250,4.644216913,0.6012625637,66.05226,14.648137,39.06122,65.61984,8.846517,16.711042,1,0,0
250,4.644216913,0.7686136213,69.56588,13.420659,43.16038,65.50129,8.313306,17.087591,1,0,0
250,4.644216913,0.7478550604,70.6025,11.901748,42.87763,65.59998,6.9615865,18.87217,1,0,0
250,4.644216913,0.7478550604,71.648094,15.288923,46.355618,65.962746,5.0685735,21.008926,1,0,0
250,4.644216913,0.676419922,71.34818,19.788504,44.123146,62.02052,12.954159,15.579356,1,0,0
250,4.644216913,0.4973115991,63.686737,23.47297,37.88002,62.399544,14.5500145,14.462734,1,0,0
250,4.644216913,0.6837247228,71.7239,15.086527,14.854496,62.761303,16.00593,13.887024,1,0,0
250,4.644216913,0.7408686311,73.736435,14.360659,11.967092,64.09686,15.389387,12.41075,1,0,0
250,4.644216913,0.8617230251,77.30967,5.176758,21.089998,63.247646,9.914724,18.393875,1,0,0
250,4.644216913,0.7617272354,74.66192,5.9450088,19.203072,63.188114,9.775371,17.177896,1,0,0
250,4.644216913,0.8681492941,77.699005,5.0809674,21.07122,63.006313,8.847383,19.147552,1,0,0
250,4.644216913,0.3942181061,69.754295,3.4979203,21.20686,62.886497,8.312987,19.525492,1,0,0
250,4.644216913,0.1204572936,66.88199,1.9147313,19.37926,62.409336,7.9263387,19.399977,1,0,0
250,4.644216913,0.5700679416,68.79435,7.2139335,24.24483,60.17634,12.8776655,20.321262,1,0,0
250,4.644216913,0.472220618,70.74258,11.914798,18.855068,59.75346,14.488107,17.486557,1,0,0
250,4.644216913,1.353576122,76.76876,14.711415,19.731401,59.806076,16.362427,15.323406,1,0,0
250,4.644216913,1.376296198,78.54738,15.357039,18.100176,60.097546,16.06287,14.5911255,1,0,0
250,4.644216913,1.467996032,81.54034,6.8116784,29.64324,59.92469,11.815386,21.069326,1,0,0
250,4.644216913,1.737362687,82.013824,6.339387,25.551035,59.79257,11.488142,18.602215,1,0,0
250,4.644216913,-0.3606693963,49.37582,22.428574,23.43805,60.112865,11.088722,20.182013,1,0,0
250,4.644216913,-0.2732065549,50.086834,19.52023,23.21402,60.336555,8.864854,19.871912,1,0,0
250,4.644216913,-0.3757762886,49.832886,14.901736,21.08313,59.994076,7.378044,20.479286,1,0,0
250,4.644216913,-0.2591313696,49.94557,18.62027,25.78174,57.404537,12.664835,20.38105,1,0,0
250,4.644216913,-0.3757762886,48.43329,25.136414,22.277765,56.795635,15.009408,18.436306,1,0,0
250,4.644216913,-0.2313863791,49.14637,27.543839,21.193703,57.371273,15.88183,16.40284,1,0,0
250,4.644216913,0.07673591626,49.09792,28.770605,19.405941,57.075245,16.423311,14.257072,1,0,0
250,4.644216913,0.08779110476,51.45417,16.786531,21.867523,56.511032,12.188506,20.823841,1,0,0
250,4.644216913,0.07673591626,51.418633,17.637526,19.86876,57.188583,11.835489,20.05277,1,0,0
250,4.644216913,0.1733091759,51.610104,17.71035,21.69266,57.10753,9.902343,20.455963,1,0,0
250,4.644216913,0.09876222251,51.260433,16.136652,20.493393,56.68566,9.685779,21.568878,1,0,0
250,4.644216913,0.07673591626,54.250004,13.145964,19.61295,56.755615,8.404765,21.060598,1,0,0
250,4.644216913,-0.0387413012,52.062546,16.711302,21.804272,53.927246,12.823388,21.23433,1,0,0
250,4.644216913,0.02015238791,50.02483,24.07483,22.304789,53.545975,16.019243,19.634878,1,0,0
250,4.644216913,0.0543681032,49.84952,26.98044,20.623644,53.335617,16.821207,18.19671,1,0,0
250,4.644216913,0.3211546439,50.127735,25.155535,20.917921,54.491013,16.716059,18.092766,1,0,0
250,4.644216913,0.08779110476,50.853634,19.878792,25.264639,53.135147,12.774755,21.85494,1,0,0
250,4.644216913,0.02015238791,51.676548,19.202618,20.862898,54.001453,11.646533,20.150839,1,0,0
250,4.644216913,-0.08765090165,53.257694,14.682252,19.673613,52.89887,10.438525,19.721853,1,0,0
250,4.644216913,-0.05081413349,53.157562,15.164952,20.361967,53.209557,8.4475565,20.102232,1,0,0
250,4.644216913,0.07673591626,52.606674,13.580257,22.81824,54.477448,7.0145698,21.834476,1,0,0
250,4.644216913,-0.2313863791,48.98855,19.275255,22.52444,49.392807,13.7782545,21.313484,1,0,0
250,4.644216913,-0.2313863791,49.26099,21.734047,19.04527,49.528767,15.858162,20.396135,1,0,0
250,4.644216913,-0.1642721832,49.507225,26.061028,18.710608,49.235924,16.468294,17.645351,1,0,0
250,4.644216913,-0.2041649105,47.13045,27.819279,16.24059,49.432293,15.8319025,16.131208,1,0,0
250,4.644216913,-0.4064730862,47.63405,18.124456,22.131323,49.02744,12.37615,21.346624,1,0,0
250,4.644216913,-0.5705924658,48.10964,18.525614,24.324732,50.317432,12.700615,21.401436,1,0,0
250,4.644216913,1.239243447,64.707504,14.47947,37.613754,49.422443,9.262399,20.051134,1,0,0
250,4.644216913,1.229293784,69.48372,12.601463,38.822815,49.57981,8.25191,20.24161,1,0,0
250,4.644216913,0.4806328577,54.04966,13.779922,27.772137,44.093468,12.281855,19.797335,1,0,0
250,4.644216913,1.008564413,60.58988,20.692423,31.70781,45.444614,14.405902,18.170168,1,0,0
250,4.644216913,0.9431113521,62.13469,20.532288,31.326084,44.289803,14.755018,17.151789,1,0,0
250,4.644216913,0.6982242932,60.428017,21.326183,27.944683,44.5889,14.406271,16.36142,1,0,0
250,4.644216913,0.7054197952,63.69547,19.104464,38.52242,44.756588,11.655614,20.104218,1,0,0
250,4.644216913,0.9612586989,63.793976,19.076984,35.41474,45.310497,12.286628,19.111362,1,0,0
250,4.644216913,0.9910060434,64.3269,14.679479,39.354683,44.67594,9.747376,19.934181,1,0,0
250,4.644216913,0.802560953,65.39325,14.721904,38.37853,45.08338,8.0106945,21.03662,1,0,0
250,4.644216913,-0.01489455921,53.91514,15.334157,27.450495,39.53265,10.904205,17.0126,1,0,0
250,4.644216913,0.1418309445,55.34558,18.761734,25.500263,39.159378,12.796523,15.3166275,1,0,0
250,4.644216913,0.3942181061,58.21971,20.986132,29.16863,39.058563,12.480067,14.548525,1,0,0
250,4.644216913,0.3672510584,59.389297,20.892462,28.99655,38.69224,12.771612,13.416813,1,0,0
250,4.644216913,0.3489888518,59.00563,18.662344,34.16882,39.7831,10.182378,17.949804,1,0,0
250,4.644216913,0.3581488514,57.541584,15.647394,28.377687,40.638382,10.355568,16.718884,1,0,0
250,4.644216913,0.2831867935,58.393597,16.03408,36.037437,39.626873,9.498263,18.925226,1,0,0
250,4.644216913,-0.01489455921,54.76136,12.714053,28.185305,34.12453,8.305508,13.037223,1,0,0
