L,a,b,ExposureTime,FNumber,ExposureProgram,ISOSpeedRatings,ShutterSpeedValue,ApertureValue,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,Flash,FocalLength,ColorSpace,ExposureMode,WhiteBalance,DigitalZoomRatio,FocalLengthIn35mmFilm,SceneCaptureType,Make,Model,L-true,a-true,b-true
74.22123,2.278797,1.971209,0.00826446281,1.9,2,64,6.92243978,1.851998802,5.238431791,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,69.059814,9.25242,14.432052
75.0666,1.9612286,2.4963913,0.00826446281,1.9,2,50,6.92243978,1.851998802,5.239381873,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,69.21837,8.318379,14.639785
75.15511,1.0349405,2.6543562,0.00826446281,1.9,2,50,6.92243978,1.851998802,5.27109074,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,69.43024,7.492473,16.03658
74.33163,2.7743256,2.9338894,0.00826446281,1.9,2,64,6.92243978,1.851998802,5.229302023,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,69.24236,6.7119203,15.746651
74.37653,0.86038554,2.0253205,0.00826446281,1.9,2,50,6.92243978,1.851998802,5.255149189,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,68.4998,5.163731,15.192672
73.50072,3.552636,2.4260495,0.00826446281,1.9,2,64,6.92243978,1.851998802,4.855642805,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,67.84897,8.909445,14.339298
73.56328,4.56975,1.6512074,0.00826446281,1.9,2,64,6.92243978,1.851998802,5.188583476,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,67.38298,11.724128,13.7298765
72.52118,6.9494553,1.7408268,0.00826446281,1.9,2,64,6.92243978,1.851998802,5.024421115,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,67.00466,13.350971,12.657197
72.1497,5.9813766,0.44479966,0.00826446281,1.9,2,64,6.92243978,1.851998802,5.235584118,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,67.02723,13.491399,12.132117
72.75836,2.1232903,0.7602228,0.00826446281,1.9,2,64,6.92243978,1.851998802,5.201503127,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,66.82437,14.324907,10.730649
70.16021,3.3115995,2.3497758,0.00826446281,1.9,2,64,6.92243978,1.851998802,5.222982853,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,67.11458,8.778192,16.623398
71.26507,3.3921697,1.7976954,0.00826446281,1.9,2,64,6.92243978,1.851998802,5.207833024,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,66.88122,9.463466,15.74536
73.69263,3.5506032,2.4246678,0.00826446281,1.9,2,80,6.92243978,1.851998802,4.762274965,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,67.156975,9.0530615,15.574737
72.875824,3.174344,2.0759919,0.00826446281,1.9,2,64,6.92243978,1.851998802,5.205326747,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,66.94262,8.127307,15.801394
74.553505,1.0681468,2.5703256,0.00826446281,1.9,2,64,6.92243978,1.851998802,4.921081476,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,67.5506,7.4260225,16.660254
71.56669,4.859136,3.4902415,0.00826446281,1.9,2,64,6.92243978,1.851998802,4.940566015,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,65.73894,9.37926,16.335274
71.53103,7.0807815,1.5155699,0.008403361345,1.9,2,80,6.890422802,1.851998802,4.645054352,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,64.94776,12.511681,14.708033
74.85529,5.8077717,2.4793859,0.00826446281,1.9,2,64,6.92243978,1.851998802,5.148126439,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,66.02309,13.784696,14.609777
71.67232,12.584796,-1.0602742,0.00826446281,1.9,2,64,6.92243978,1.851998802,5.161093675,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,65.17505,15.044598,13.408429
71.1519,4.0171804,2.4052825,0.00826446281,1.9,2,50,6.92243978,1.851998802,5.183388498,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,65.53601,15.185332,11.116172
72.752655,3.5586703,2.3911042,0.00826446281,1.9,2,64,6.92243978,1.851998802,5.113512608,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,65.4422,9.65964,17.036448
73.57201,2.4912233,3.396685,0.00826446281,1.9,2,64,6.92243978,1.851998802,5.108464945,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,65.93634,10.172201,16.639194
73.44681,3.2618911,1.8051279,0.00826446281,1.9,2,64,6.92243978,1.851998802,5.075944192,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,65.61984,8.846517,16.711042
69.34893,3.460117,6.6074057,0.00826446281,1.9,2,64,6.92243978,1.851998802,4.791041177,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,65.50129,8.313306,17.087591
69.1692,3.424593,6.4545746,0.00826446281,1.9,2,64,6.92243978,1.851998802,4.867728923,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,65.59998,6.9615865,18.87217
72.12532,6.1678724,3.369386,0.00826446281,1.9,2,64,6.92243978,1.851998802,5.022548976,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,65.962746,5.0685735,21.008926
73.10573,5.514136,5.627314,0.008849557522,1.9,2,80,6.825496426,1.851998802,4.563406025,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,62.02052,12.954159,15.579356
72.106155,13.685817,4.9283338,0.00826446281,1.9,2,64,6.92243978,1.851998802,4.985074272,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,62.399544,14.5500145,14.462734
72.11655,13.72733,5.770616,0.00826446281,1.9,2,80,6.92243978,1.851998802,4.655710449,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,62.761303,16.00593,13.887024
70.84756,9.363928,-0.013796463,0.00826446281,1.9,2,64,6.92243978,1.851998802,5.062971381,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,64.09686,15.389387,12.41075
69.94321,6.1646304,3.4065778,0.00826446281,1.9,2,64,6.92243978,1.851998802,4.984465378,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,63.247646,9.914724,18.393875
70.642365,5.4888215,2.5265691,0.00826446281,1.9,2,64,6.92243978,1.851998802,5.037270485,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,63.188114,9.775371,17.177896
73.35684,4.3946004,3.3424323,0.00826446281,1.9,2,64,6.92243978,1.851998802,4.974413836,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,63.006313,8.847383,19.147552
74.06641,2.9831252,3.4986594,0.00826446281,1.9,2,64,6.92243978,1.851998802,4.966030654,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,62.886497,8.312987,19.525492
76.75256,2.722291,3.7975693,0.00826446281,1.9,2,64,6.92243978,1.851998802,4.911202655,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,62.409336,7.9263387,19.399977
69.65688,7.3537693,6.2293897,0.00826446281,1.9,2,80,6.92243978,1.851998802,4.730936144,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,60.17634,12.8776655,20.321262
73.38472,9.253722,3.0889726,0.00826446281,1.9,2,80,6.92243978,1.851998802,4.829299035,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,59.75346,14.488107,17.486557
71.40362,13.431764,2.758946,0.00826446281,1.9,2,64,6.92243978,1.851998802,4.892464003,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,59.806076,16.362427,15.323406
70.61089,13.838218,2.9217143,0.00826446281,1.9,2,64,6.92243978,1.851998802,4.918273996,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,60.097546,16.06287,14.5911255
72.94123,6.9965234,6.135775,0.008928571429,1.9,2,80,6.80744726,1.851998802,4.553305611,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,59.92469,11.815386,21.069326
72.090096,4.5227566,3.3631377,0.00826446281,1.9,2,80,6.92243978,1.851998802,4.846055855,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,59.79257,11.488142,18.602215
72.10766,5.3691916,5.7359767,0.00826446281,1.9,2,80,6.92243978,1.851998802,4.885199576,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,60.112865,11.088722,20.182013
71.88186,3.1818933,3.538951,0.008928571429,1.9,2,80,6.801480698,1.851998802,4.556481302,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,60.336555,8.864854,19.871912
72.19023,3.0347123,6.2934303,0.00826446281,1.9,2,64,6.92243978,1.851998802,4.925615971,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,59.994076,7.378044,20.479286
68.91079,8.521687,8.315644,0.01086956522,1.9,2,80,6.528689737,1.851998802,4.283321282,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,57.404537,12.664835,20.38105
65.952126,12.805199,10.126274,0.008333333333,1.9,2,80,6.909547598,1.851998802,4.739547798,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,56.795635,15.009408,18.436306
67.791534,14.533909,5.108026,0.01,1.9,2,80,6.649348869,1.851998802,4.427808449,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,57.371273,15.88183,16.40284
70.97294,15.103635,2.8593216,0.00826446281,1.9,2,80,6.92243978,1.851998802,4.812423182,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,57.075245,16.423311,14.257072
69.64767,7.0466757,7.2179832,0.008403361345,1.9,2,80,6.900039659,1.851998802,4.73003986,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,56.511032,12.188506,20.823841
72.30199,6.1181145,3.379474,0.008403361345,1.9,2,80,6.900039659,1.851998802,4.752292668,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,57.188583,11.835489,20.05277
69.79459,5.782354,5.634311,0.01086956522,1.9,2,80,6.526294124,1.851998802,4.233200435,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,57.10753,9.902343,20.455963
72.41781,5.0948405,6.6915126,0.0101010101,1.9,2,80,6.625364441,1.851998802,4.3565183,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,56.68566,9.685779,21.568878
69.42706,4.0360284,8.708943,0.01063829787,1.9,2,80,6.550972222,1.851998802,4.257509478,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,56.755615,8.404765,21.060598
65.56678,9.859485,12.462228,0.01149425287,1.9,2,80,6.43808835,1.851998802,4.275544356,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,53.927246,12.823388,21.23433
64.13422,15.533957,13.39572,0.009900990099,1.9,2,80,6.654717184,1.851998802,4.461422187,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,53.545975,16.019243,19.634878
66.33002,16.963957,10.94641,0.01136363636,1.9,2,80,6.456721898,1.851998802,4.163628213,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,53.335617,16.821207,18.19671
69.03462,16.442858,12.057233,0.009803921569,1.9,2,80,6.679050961,1.851998802,4.493329183,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,54.491013,16.716059,18.092766
65.99707,10.141949,14.886843,0.0119047619,1.9,2,80,6.388053348,1.851998802,4.093722612,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,53.135147,12.774755,21.85494
68.46309,7.066548,8.541464,0.01111111111,1.9,2,80,6.487459576,1.851998802,4.224848626,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,54.001453,11.646533,20.150839
63.010334,8.016669,11.440188,0.01020408163,1.9,2,80,6.620104054,1.851998802,4.351257908,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,52.89887,10.438525,19.721853
67.0299,6.891021,12.432526,0.009708737864,1.9,2,80,6.68453116,1.851998802,4.430389502,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,53.209557,8.4475565,20.102232
67.71324,5.1926293,15.66162,0.009523809524,1.9,2,80,6.709377432,1.851998802,4.47224015,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,54.477448,7.0145698,21.834476
63.69926,12.766378,18.75125,0.01162790698,1.9,2,80,6.433467326,1.851998802,4.179325676,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,49.392807,13.7782545,21.313484
61.478363,15.729722,14.809042,0.01111111111,1.9,2,80,6.489791517,1.851998802,4.219187774,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,49.528767,15.858162,20.396135
63.511753,17.570791,12.270488,0.01041666667,1.9,2,80,6.586440576,1.851998802,4.340204127,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,49.235924,16.468294,17.645351
59.428932,17.889828,9.436086,0.01149425287,1.9,2,80,6.449643039,1.851998802,4.173128724,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,49.432293,15.8319025,16.131208
64.26647,10.956244,16.423294,0.01086956522,1.9,2,80,6.528689737,1.851998802,4.345419332,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,49.02744,12.37615,21.346624
65.08427,11.137189,14.855759,0.01052631579,1.9,2,80,6.566066305,1.851998802,4.365158124,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,50.317432,12.700615,21.401436
65.94364,7.355519,14.861446,0.01030927835,1.9,2,80,6.599392127,1.851998802,4.338169717,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,49.422443,9.262399,20.051134
67.18284,6.8357205,15.674195,0.009615384615,1.9,2,80,6.703802222,1.851998802,4.511201001,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,49.57981,8.25191,20.24161
64.18574,13.1851845,16.859318,0.01136363636,1.9,2,80,6.466129711,1.851998802,4.228623366,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,44.093468,12.281855,19.797335
63.639,15.814596,16.381208,0.01052631579,1.9,2,80,6.576217478,1.851998802,4.281366191,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,45.444614,14.405902,18.170168
64.539154,16.944555,16.67601,0.01176470588,1.9,2,80,6.415129833,1.851998802,4.206568085,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,44.289803,14.755018,17.151789
64.555786,16.439987,12.2560625,0.01098901099,1.9,2,80,6.511608392,1.851998802,4.258703794,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,44.5889,14.406271,16.36142
61.983047,13.384469,19.274866,0.01111111111,1.9,2,80,6.489791517,1.851998802,4.203588657,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,44.756588,11.655614,20.104218
61.40537,10.377107,12.701542,0.01063829787,1.9,2,80,6.558567521,1.851998802,4.357659337,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,45.310497,12.286628,19.111362
60.091133,7.220024,15.552672,0.01075268817,1.9,2,80,6.538580406,1.851998802,4.360392305,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,44.67594,9.747376,19.934181
64.94095,7.723732,17.676113,0.01,1.9,2,80,6.638671813,1.851998802,4.351948408,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,45.08338,8.0106945,21.03662
59.9989,11.3429575,14.990493,0.0125,1.9,2,80,6.329101668,1.851998802,4.14337989,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,39.53265,10.904205,17.0126
62.141594,14.966754,14.659158,0.01219512195,1.9,2,80,6.357211569,1.851998802,4.156303388,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,39.159378,12.796523,15.3166275
60.913303,17.997799,17.073595,0.01219512195,1.9,2,80,6.361594325,1.851998802,4.114837326,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,39.058563,12.480067,14.548525
61.55886,16.48145,12.361049,0.01298701299,1.9,2,80,6.262019104,1.851998802,4.017019707,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,38.69224,12.771612,13.416813
61.80885,12.944355,17.727894,0.01234567901,1.9,2,80,6.341917425,1.851998802,4.063796909,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,39.7831,10.182378,17.949804
65.81909,11.104312,14.709074,0.01234567901,1.9,2,80,6.339812495,1.851998802,4.108737119,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,40.638382,10.355568,16.718884
61.09628,9.989927,19.794577,0.0125,1.9,2,80,6.31835464,1.851998802,4.119528772,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,39.626873,9.498263,18.925226
57.89094,8.192679,11.818118,0.01515151515,1.9,2,80,6.049403183,1.851998802,3.809814537,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,34.12453,8.305508,13.037223
59.014683,9.827001,9.452972,0.01449275362,1.9,2,80,6.110691574,1.851998802,3.865323116,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,34.07463,8.273018,11.069825
56.76299,11.532067,9.806412,0.01428571429,1.9,2,80,6.132995514,1.851998802,3.878853868,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,34.753605,9.284836,10.806059
57.213345,16.211315,10.124121,0.01492537313,1.9,2,80,6.074267888,1.851998802,3.834679236,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,33.212276,9.99642,10.511238
59.18607,7.7546873,10.63264,0.01492537313,1.9,2,80,6.074267888,1.851998802,3.881666658,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,34.848213,7.7943053,12.792667
