L,a,b,ExposureTime,FNumber,ExposureProgram,ISOSpeedRatings,ShutterSpeedValue,ApertureValue,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,Flash,FocalLength,ColorSpace,ExposureMode,WhiteBalance,DigitalZoomRatio,FocalLengthIn35mmFilm,SceneCaptureType,Make,Model,L-true,a-true,b-true
63.7534,1.5606523,11.729423,0.02,1.9,2,320,5.65217563,1.851998802,1.396819663,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,70.91015,7.4370885,15.958854
73.49942,0.15386605,12.652722,0.02,1.9,2,320,5.65217563,1.851998802,1.46645385,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,70.70245,6.5199704,16.189236
80.76824,-2.4008307,15.39821,0.02,1.9,2,320,5.65217563,1.851998802,1.81976236,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,70.47546,5.4609585,16.940756
80.021904,0.5530561,12.549314,0.02,1.9,2,320,5.65217563,1.851998802,1.63049201,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,69.313416,8.707221,14.786764
80.237785,3.3280632,10.18798,0.02,1.9,2,320,5.65217563,1.851998802,1.709203985,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,69.06666,10.999094,12.812806
68.467606,8.001416,7.645415,0.02,1.9,2,320,5.65217563,1.851998802,1.058950024,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,69.23175,11.815551,11.400283
53.979034,8.2876425,5.0641184,0.02,1.9,2,320,5.65217563,1.851998802,0.8432213326,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,69.00479,12.507379,10.525231
67.89838,7.090021,7.261198,0.02,1.9,2,320,5.65217563,1.851998802,1.637217872,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,69.051544,12.80111,9.483128
70.53941,1.2708616,11.859242,0.02,1.9,2,320,5.65217563,1.851998802,1.264064453,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,69.196754,8.177129,15.160667
71.148285,3.1331222,11.551845,0.02,1.9,2,320,5.65217563,1.851998802,1.210953117,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,69.059814,9.25242,14.432052
79.459366,0.76769644,12.221758,0.01886792453,1.9,2,320,5.737735233,1.851998802,1.598892425,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,69.21837,8.318379,14.639785
62.556755,1.5590882,7.653406,0.01666666667,1.9,2,250,5.914586223,1.851998802,1.185485235,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,69.43024,7.492473,16.03658
69.6668,2.8661308,12.58118,0.02272727273,1.9,2,320,5.459195037,1.851998802,0.9906651794,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,69.24236,6.7119203,15.746651
69.30635,1.6360028,13.937424,0.02272727273,1.9,2,320,5.459195037,1.851998802,1.310754276,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,68.4998,5.163731,15.192672
70.435616,3.0303247,12.616002,0.02173913043,1.9,2,320,5.511740029,1.851998802,1.264289264,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,67.84897,8.909445,14.339298
56.2755,7.478975,12.144504,0.01666666667,1.9,2,250,5.914586223,1.851998802,2.245696348,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,67.38298,11.724128,13.7298765
57.257668,10.005309,12.623517,0.01886792453,1.9,2,320,5.734889613,1.851998802,1.71490849,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,67.00466,13.350971,12.657197
70.202614,2.541096,-32.798775,0.02325581395,1.9,2,320,5.430166743,1.851998802,2.354871998,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,67.02723,13.491399,12.132117
68.83257,14.022594,9.359996,0.02325581395,1.9,2,320,5.430166743,1.851998802,0.6907392836,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,66.82437,14.324907,10.730649
75.54957,5.7790046,19.10868,0.02325581395,1.9,2,320,5.430166743,1.851998802,0.9537736907,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,67.11458,8.778192,16.623398
72.61125,7.049686,17.071293,0.02325581395,1.9,2,320,5.430166743,1.851998802,0.8382964726,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,66.88122,9.463466,15.74536
72.11137,5.8871584,15.246092,0.02325581395,1.9,2,320,5.430166743,1.851998802,0.8382964726,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,67.156975,9.0530615,15.574737
73.5142,4.9589057,17.7581,0.02325581395,1.9,2,320,5.430166743,1.851998802,1.119582583,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,66.94262,8.127307,15.801394
72.503136,3.7092733,18.6575,0.02325581395,1.9,2,320,5.430166743,1.851998802,1.409838459,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,67.5506,7.4260225,16.660254
75.7084,4.6466193,22.951077,0.02325581395,1.9,2,320,5.430166743,1.851998802,1.679598726,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,65.73894,9.37926,16.335274
65.15131,18.167213,37.095474,0.01851851852,1.9,2,320,5.743443389,1.851998802,1.002660598,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,64.94776,12.511681,14.708033
65.46331,23.297422,36.34928,0.01851851852,1.9,2,320,5.743443389,1.851998802,1.587623098,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,66.02309,13.784696,14.609777
64.72483,24.233732,34.1156,0.01851851852,1.9,2,320,5.743443389,1.851998802,1.160201875,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,65.17505,15.044598,13.408429
67.41055,22.695791,32.92295,0.01851851852,1.9,2,320,5.743443389,1.851998802,1.140164121,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,65.53601,15.185332,11.116172
64.57916,15.777731,36.356926,0.01851851852,1.9,2,320,5.743443389,1.851998802,1.237680627,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,65.4422,9.65964,17.036448
69.27978,14.73774,41.18495,0.01851851852,1.9,2,320,5.743443389,1.851998802,1.389683719,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,65.93634,10.172201,16.639194
66.4977,14.351102,37.21868,0.01851851852,1.9,2,320,5.743443389,1.851998802,1.088817241,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,65.61984,8.846517,16.711042
65.76893,14.097397,37.212826,0.01851851852,1.9,2,320,5.743443389,1.851998802,1.109575801,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,65.50129,8.313306,17.087591
68.51805,12.914302,39.142307,0.01851851852,1.9,2,320,5.743443389,1.851998802,1.099233856,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,65.59998,6.9615865,18.87217
62.178066,14.774784,37.964817,0.01851851852,1.9,2,320,5.743443389,1.851998802,0.7484771086,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,65.962746,5.0685735,21.008926
62.638428,18.348408,36.880585,0.01851851852,1.9,2,320,5.743443389,1.851998802,0.9915200407,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,62.02052,12.954159,15.579356
62.19242,23.106377,34.797684,0.01851851852,1.9,2,320,5.743443389,1.851998802,0.8751105472,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,62.399544,14.5500145,14.462734
64.70734,24.656261,35.294155,0.01851851852,1.9,2,320,5.743443389,1.851998802,1.130039903,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,62.761303,16.00593,13.887024
66.38933,23.951416,34.00778,0.01851851852,1.9,2,320,5.743443389,1.851998802,1.311209661,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,64.09686,15.389387,12.41075
67.18203,15.61738,41.414978,0.01851851852,1.9,2,320,5.743443389,1.851998802,1.320142787,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,63.247646,9.914724,18.393875
65.94183,16.990517,38.1018,0.01851851852,1.9,2,320,5.743443389,1.851998802,1.247079324,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,63.188114,9.775371,17.177896
65.57575,15.811206,39.41409,0.01851851852,1.9,2,320,5.743443389,1.851998802,1.150217786,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,63.006313,8.847383,19.147552
70.71294,14.883447,43.820095,0.01851851852,1.9,2,320,5.743443389,1.851998802,1.05710838,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,62.886497,8.312987,19.525492
73.45597,12.544881,43.920498,0.01851851852,1.9,2,320,5.743443389,1.851998802,1.013715785,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,62.409336,7.9263387,19.399977
59.603313,17.113579,40.336147,0.01851851852,1.9,2,320,5.743443389,1.851998802,0.8131827981,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,60.17634,12.8776655,20.321262
64.801384,22.369848,40.08999,0.01851851852,1.9,2,320,5.743443389,1.851998802,0.7876477054,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,59.75346,14.488107,17.486557
67.05806,25.287342,39.3846,0.01851851852,1.9,2,320,5.743443389,1.851998802,1.311209661,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,59.806076,16.362427,15.323406
66.425674,26.470827,38.25444,0.01851851852,1.9,2,320,5.743443389,1.851998802,1.247079324,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,60.097546,16.06287,14.5911255
66.468475,18.388544,45.396725,0.01851851852,1.9,2,320,5.743443389,1.851998802,0.9110301211,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,59.92469,11.815386,21.069326
68.569954,19.041485,42.92069,0.01851851852,1.9,2,320,5.743443389,1.851998802,1.320142787,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,59.79257,11.488142,18.602215
74.60395,7.11821,21.33131,0.01851851852,1.9,2,320,5.743443389,1.851998802,1.645628701,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,60.112865,11.088722,20.182013
76.10388,4.2988396,20.460266,0.01851851852,1.9,2,320,5.743443389,1.851998802,1.624148973,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,60.336555,8.864854,19.871912
74.30479,3.082135,20.349802,0.01851851852,1.9,2,320,5.743443389,1.851998802,1.406557539,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,59.994076,7.378044,20.479286
66.62083,8.361131,23.927359,0.01851851852,1.9,2,320,5.743443389,1.851998802,1.088817241,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,57.404537,12.664835,20.38105
65.70267,13.47656,18.929092,0.01851851852,1.9,2,320,5.743443389,1.851998802,0.9915200407,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,56.795635,15.009408,18.436306
69.037895,15.119782,17.083857,0.01851851852,1.9,2,320,5.743443389,1.851998802,0.9110301211,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,57.371273,15.88183,16.40284
70.86792,15.830076,14.319501,0.01851851852,1.9,2,320,5.743443389,1.851998802,1.755079844,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,57.075245,16.423311,14.257072
70.20908,8.541439,24.431572,0.01851851852,1.9,2,320,5.743443389,1.851998802,1.3981453,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,56.511032,12.188506,20.823841
70.55924,8.507768,21.40035,0.01851851852,1.9,2,320,5.743443389,1.851998802,1.302220877,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,57.188583,11.835489,20.05277
68.177025,6.6827693,20.578856,0.01851851852,1.9,2,320,5.743443389,1.851998802,1.519451594,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,57.10753,9.902343,20.455963
71.34887,5.419588,23.670702,0.01851851852,1.9,2,320,5.743443389,1.851998802,1.609649405,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,56.68566,9.685779,21.568878
74.87722,8.663788,33.386295,0.025,1.9,2,320,5.327073249,1.851998802,1.647016692,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,56.755615,8.404765,21.060598
70.76956,16.1075,36.7434,0.025,1.9,2,320,5.327073249,1.851998802,1.15952,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,53.927246,12.823388,21.23433
70.235054,20.068804,33.461056,0.025,1.9,2,320,5.327073249,1.851998802,1.594357743,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,53.545975,16.019243,19.634878
70.400406,22.754354,30.733446,0.025,1.9,2,320,5.327073249,1.851998802,1.494438933,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,53.335617,16.821207,18.19671
66.89947,22.861027,28.770113,0.025,1.9,2,320,5.327073249,1.851998802,1.453632718,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,54.491013,16.716059,18.092766
62.754623,15.977451,33.601227,0.025,1.9,2,320,5.327073249,1.851998802,1.411638628,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,53.135147,12.774755,21.85494
71.03778,15.0071945,32.83613,0.025,1.9,2,320,5.327073249,1.851998802,1.237140898,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,54.001453,11.646533,20.150839
69.71024,11.7934,30.687468,0.025,1.9,2,320,5.327073249,1.851998802,0.7225677243,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,52.89887,10.438525,19.721853
71.61407,9.246792,32.249172,0.025,1.9,2,320,5.327073249,1.851998802,1.399412326,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,53.209557,8.4475565,20.102232
71.42307,9.483076,35.580814,0.025,1.9,2,320,5.327073249,1.851998802,1.195320722,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,54.477448,7.0145698,21.834476
66.54256,16.97666,37.391285,0.025,1.9,2,320,5.327073249,1.851998802,1.077484232,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,49.392807,13.7782545,21.313484
67.40101,20.675917,33.98754,0.025,1.9,2,320,5.327073249,1.851998802,1.195320722,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,49.528767,15.858162,20.396135
67.04519,23.203762,31.005617,0.03225806452,1.9,2,400,4.96546873,1.851998802,0.5664744546,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,49.235924,16.468294,17.645351
69.03472,23.15461,27.132513,0.0303030303,1.9,2,320,5.05923036,1.851998802,1.05849914,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,49.432293,15.8319025,16.131208
71.69093,13.749268,31.112318,0.0303030303,1.9,2,250,5.05923036,1.851998802,1.344679106,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,49.02744,12.37615,21.346624
47.784565,20.17141,19.942406,0.04,1.9,2,500,4.644216913,1.851998802,-0.2726770294,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,50.317432,12.700615,21.401436
49.717384,18.213173,20.368397,0.04,1.9,2,500,4.644216913,1.851998802,-0.3206194393,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,49.422443,9.262399,20.051134
51.64772,15.02628,20.928223,0.04,1.9,2,500,4.644216913,1.851998802,-0.4069721086,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,49.57981,8.25191,20.24161
46.295395,17.386276,16.857088,0.04,1.9,2,500,4.644216913,1.851998802,-0.3676376085,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,44.093468,12.281855,19.797335
51.49502,18.77048,20.625301,0.05882352941,1.9,2,640,4.058845601,1.851998802,-1.115477278,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,45.444614,14.405902,18.170168
47.695194,23.560532,18.656343,0.04,1.9,2,640,4.644216913,1.851998802,-0.456968126,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,44.289803,14.755018,17.151789
51.973152,24.005386,27.302877,0.05882352941,1.9,2,640,4.058845601,1.851998802,-1.144909168,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,44.5889,14.406271,16.36142
47.25477,18.009998,28.316689,0.05882352941,1.9,2,640,4.058845601,1.851998802,-1.125219071,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,44.756588,11.655614,20.104218
46.804134,18.539803,20.55924,0.05882352941,1.9,2,640,4.058845601,1.851998802,-1.12156033,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,45.310497,12.286628,19.111362
49.576393,14.2621765,23.608114,0.05882352941,1.9,2,640,4.058845601,1.851998802,-1.169007492,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,44.67594,9.747376,19.934181
51.2632,15.368692,27.421629,0.05882352941,1.9,2,640,4.058845601,1.851998802,-1.213484566,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,45.08338,8.0106945,21.03662
50.346546,17.16176,27.955729,0.05882352941,1.9,2,800,4.058845601,1.851998802,-1.466714268,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,39.53265,10.904205,17.0126
44.22193,18.744846,19.021124,0.05,1.9,2,500,4.322303247,1.851998802,-0.6914980418,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,39.159378,12.796523,15.3166275
44.64347,22.696787,20.918015,0.05,1.9,2,500,4.322303247,1.851998802,-0.7588502479,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,39.058563,12.480067,14.548525
46.17999,19.201962,19.112072,0.05,1.9,2,500,4.322303247,1.851998802,-0.765942735,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,38.69224,12.771612,13.416813
48.206993,15.628118,25.601938,0.05882352941,1.9,2,800,4.058845601,1.851998802,-1.484231796,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,39.7831,10.182378,17.949804
45.350174,15.676541,22.418907,0.07142857143,1.9,2,800,3.836521875,1.851998802,-1.966756841,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,40.638382,10.355568,16.718884
41.64465,17.069574,17.039148,0.05882352941,1.9,2,800,4.058845601,1.851998802,-1.492364948,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,39.626873,9.498263,18.925226
44.259922,9.64162,16.820707,0.05882352941,1.9,2,1000,4.058845601,1.851998802,-1.837746505,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,34.12453,8.305508,13.037223
42.017498,13.142762,16.593206,0.05,1.9,2,640,4.322303247,1.851998802,-0.9069340674,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,34.07463,8.273018,11.069825
40.86053,16.742645,13.864249,0.05,1.9,2,500,4.322303247,1.851998802,-0.8058814803,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,34.753605,9.284836,10.806059
39.233486,19.631268,14.912566,0.05,1.9,2,500,4.322303247,1.851998802,-0.7976515948,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,33.212276,9.99642,10.511238
43.828568,11.488753,16.78628,0.05,1.9,2,500,4.322303247,1.851998802,-0.8882076879,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,34.848213,7.7943053,12.792667
42.162266,13.159024,21.454782,0.05,1.9,2,500,4.322303247,1.851998802,-0.8279746086,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,36.526527,8.958122,18.282227
52.558624,9.576111,21.028833,0.05882352941,1.9,2,1000,4.058845601,1.851998802,-1.794038245,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,36.983135,7.396573,18.251486
46.053585,8.550489,18.148262,0.05882352941,1.9,2,1250,4.058845601,1.851998802,-1.995033126,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,33.213768,6.3713136,12.955596
49.983753,7.922259,13.613308,0.05882352941,1.9,2,1000,4.058845601,1.851998802,-2.003865288,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,32.33968,6.5425053,10.4437895
40.824207,12.819072,14.36052,0.05,1.9,2,640,4.322303247,1.851998802,-0.9575443383,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,32.856842,6.824586,11.191873
49.696106,21.026114,29.425991,0.05882352941,1.9,2,1250,4.058845601,1.851998802,-1.177933262,0.26171875,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,32.19292,7.772759,9.624341
48.162647,12.760507,20.761923,0.05882352941,1.9,2,1000,4.058845601,1.851998802,-1.903425387,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,33.565285,9.547109,12.275983
49.21395,12.4747505,23.141422,0.05882352941,1.9,2,1000,4.058845601,1.851998802,-1.805578063,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,34.760506,9.049045,13.958458
47.16396,12.067968,25.099037,0.05882352941,1.9,2,1000,4.058845601,1.851998802,-1.684653281,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,36.308044,8.161045,17.341476
39.37984,6.666838,8.29322,0.05882352941,1.9,2,1000,4.058845601,1.851998802,-2.102318532,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,29.874323,5.4391413,9.446052
39.8604,4.015395,10.83011,0.05882352941,1.9,2,1000,4.058845601,1.851998802,-1.979617739,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,29.264156,4.863841,7.9021463
47.137054,6.9877687,18.982689,0.04,1.9,2,320,4.644216913,1.851998802,1.088201465,0,0,5,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,29.810255,5.300289,8.053745
60.526974,8.826294,21.76484,0.05,1.9,2,640,4.322303247,1.851998802,-0.6157809882,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,29.605753,6.2325225,8.429821
57.647526,13.695434,28.157694,0.04,1.9,2,500,4.644216913,1.851998802,-0.3040079632,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,34.92166,7.977071,14.15584
52.751842,2.9658487,0.818859,0.04,1.9,2,250,4.644216913,1.851998802,0.16289256,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,73.83144,4.9196286,6.9349422
51.19996,5.082377,3.7052512,0.04,1.9,2,250,4.644216913,1.851998802,0.1204572936,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,72.794525,6.5501328,9.8508
54.504265,6.135219,7.764498,0.04,1.9,2,250,4.644216913,1.851998802,0.1096505387,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,73.2979,8.30943,13.9308195
65.97328,4.630854,2.1927614,0.04,1.9,2,250,4.644216913,1.851998802,0.1939194555,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,71.949615,6.289175,8.049189
50.321594,3.4114912,6.7881026,0.04,1.9,2,250,4.644216913,1.851998802,-0.05081413349,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,72.2858,7.187121,13.533483
49.100567,5.285624,9.18266,0.04,1.9,2,250,4.644216913,1.851998802,-0.003117391427,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,72.31121,8.8762455,13.609479
62.863506,4.294593,9.867748,0.04,1.9,2,250,4.644216913,1.851998802,0.1311837004,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,72.15224,8.06445,15.013291
64.59935,4.4304013,12.857988,0.04,1.9,2,250,4.644216913,1.851998802,0.2242931047,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,72.4772,7.769709,16.02714
62.522427,2.9742475,11.201545,0.04,1.9,2,250,4.644216913,1.851998802,0.1096505387,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,72.54559,6.458333,16.094734
52.384117,4.518289,12.0258255,0.04,1.9,2,250,4.644216913,1.851998802,0.1733091759,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,73.47208,5.4782414,17.954376
59.696255,3.7631354,9.116562,0.04,1.9,2,250,4.644216913,1.851998802,-0.06298884734,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,71.1122,8.53389,13.513726
59.47556,9.806587,9.612181,0.04,1.9,2,250,4.644216913,1.851998802,0.0543681032,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,70.96779,11.017098,13.915399
59.060463,11.472108,10.117672,0.04,1.9,2,250,4.644216913,1.851998802,0.0543681032,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,71.01131,12.716345,14.0191345
59.90298,3.631267,9.533516,0.04,1.9,2,250,4.644216913,1.851998802,-0.0387413012,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,71.43726,8.233705,14.531908
58.448444,4.8099847,8.898513,0.04,1.9,2,250,4.644216913,1.851998802,-0.05081413349,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,71.55298,8.761308,14.159968
58.679596,4.537957,10.0264435,0.04,1.9,2,250,4.644216913,1.851998802,-0.05081413349,0,0,3,16,2.690000057,65535,0,0,0,30,0,Apple,iPhone 15 Pro Max,71.41562,8.091913,15.049358
